sitename,date,step,ppfd,vpd,tc,co2,patm,gpp_obs,fapar,LAI
BE-Vie,2014-08-01,2014-08-01T11:00:00Z,890,1001.2,21.1,374.159,95000,18.7368,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T11:30:00Z,1420,1156.6000000000001,21.9,374.797,94900,20.6873,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T12:00:00Z,1491,1281.4,22.5,374.613,94900,19.7027,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T12:30:00Z,851,1265.9,22.3,375.429,94900,16.6789,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T14:00:00Z,1049,1498.4,23.1,375.256,94800,16.244,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T16:30:00Z,572,1573.5,23.6,376.559,94800,12.8079,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T17:00:00Z,810,1661.4,24.2,376.252,94700,14.3336,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T20:00:00Z,16,1396.6,22.9,375.95,94700,0.40139,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T20:30:00Z,2,1344,22.6,376.121,94700,0,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T21:00:00Z,2,1308.6000000000001,22.5,375.915,94700,0,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T21:30:00Z,1,1097.3000000000002,21.8,377.527,94700,0,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T22:00:00Z,2,988.1999999999999,21.3,378.475,94800,0,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T22:30:00Z,2,825.3,20.6,379.286,94800,0,0.751915851278072,2.66790270805359
BE-Vie,2014-08-01,2014-08-01T23:00:00Z,2,771.9,20.5,379.353,94800,0,0.751915851278072,2.66790270805359
BE-Vie,2014-08-02,2014-08-02T00:00:00Z,1,495.8,19.4,389.216,94800,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T00:30:00Z,2,464.49999999999994,19.1,392.734,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T02:00:00Z,2,496.2,18.7,396.271,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T02:30:00Z,2,441.8,18.3,395.842,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T03:00:00Z,2,459.90000000000003,18.2,394.114,94600,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T04:00:00Z,2,474.9,18,393.774,94600,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T04:30:00Z,3,442.90000000000003,17.6,394.911,94600,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T05:00:00Z,16,463,17.6,391.111,94600,0.502672,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T05:30:00Z,39,486.2,17.7,389.865,94600,1.56103,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T06:00:00Z,78,483.2,17.6,389.626,94600,3.25037,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T06:30:00Z,290,540.2,18.1,387.835,94600,11.3641,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T07:00:00Z,529,604,18.7,385.909,94600,16.3279,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T07:30:00Z,627,676,19.4,382.794,94500,17.6715,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T08:00:00Z,835,693,19.8,385.997,94600,20.052,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T08:30:00Z,757,659,20.1,391.001,94500,19.1416,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T09:00:00Z,694,581.1,19.9,388.362,94500,18.5031,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T09:30:00Z,1134,730.3,21.2,380.732,94500,23.0264,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T10:00:00Z,1009,809.9,21.8,377.945,94500,21.9929,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T10:30:00Z,1063,809.9,21.8,375.222,94500,22.6099,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T11:00:00Z,925,899.2,22,374.673,94500,21.3433,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T11:30:00Z,727,748.5,21.6,377.273,94500,19.0415,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T12:00:00Z,813,688.4000000000001,21.4,379.567,94500,20.1187,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T12:30:00Z,987,662.9,21.4,384.773,94500,22.0162,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T13:00:00Z,524,604.4,21.2,386.136,94500,16.096,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T13:30:00Z,659,608.1,21.3,380.597,94500,17.9958,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T14:00:00Z,1537,788.6,21.9,378.144,94500,26.4737,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T14:30:00Z,1224,743.9,21.5,378.097,94500,24.5868,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T15:00:00Z,741,667.6,20.9,376.397,94500,19.4208,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T15:30:00Z,1077,810.8000000000001,21.3,375.709,94500,23.2951,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T16:00:00Z,1014,872.1,21.5,374.34,94500,22.708,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T16:30:00Z,699,923.4,21.5,375.245,94500,19.0914,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T17:00:00Z,438,901.0999999999999,21.1,375.307,94500,14.5166,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T17:30:00Z,442,890.1,20.9,374.538,94500,14.4543,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T18:00:00Z,528,906.6,21.2,374.358,94500,11.7161,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T18:30:00Z,271,840.6,20.9,374.73,94500,10.1852,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T20:00:00Z,12,498.9,19.5,377.122,94600,0.40384,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T20:30:00Z,2,445.09999999999997,19.2,379.524,94600,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T21:00:00Z,2,395.6,19,381.565,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T21:30:00Z,1,323.6,18.7,384.29,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T22:00:00Z,2,252.5,18.3,386.357,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T22:30:00Z,2,188.2,18.2,388.918,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T23:00:00Z,2,123.10000000000001,17.9,392.204,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-02,2014-08-02T23:30:00Z,2,120.8,17.6,392.11,94700,0,0.750782454507795,2.66642689704895
BE-Vie,2014-08-03,2014-08-03T00:00:00Z,2,39.5,17.3,394.508,94700,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T00:30:00Z,2,0,16.8,398.81,94700,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T01:00:00Z,2,0,16.6,395.485,94700,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T01:30:00Z,2,0,16.6,399.047,94700,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T02:00:00Z,2,0,16.4,401.297,94700,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T02:30:00Z,2,0,16.1,397.984,94800,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T03:00:00Z,2,0,15.9,395.873,94800,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T03:30:00Z,2,0,15.7,400.28,94800,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T04:00:00Z,2,0,15.6,398.15,94800,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T04:30:00Z,3,0,15.6,397.692,94800,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T05:00:00Z,23,0,15.5,397.203,94800,1.09284,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T05:30:00Z,91,0,15.7,394.38,94800,4.7163,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T06:00:00Z,104,0,15.6,394.741,94800,4.55395,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T06:30:00Z,270,0,15.9,394.631,94900,10.7525,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T07:00:00Z,390,0,16.6,391.897,94900,13.7005,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T07:30:00Z,545,19.8,17.3,391.364,94900,16.7992,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T08:00:00Z,643,145.4,18.1,392.518,94900,18.375,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T08:30:00Z,498,234.3,18.5,389.813,94900,15.9815,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T09:00:00Z,566,271.8,18.2,384.757,95000,17.1554,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T09:30:00Z,992,388.3,18.7,380.423,95000,22.9894,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T10:00:00Z,704,578.7,19.2,380.212,95000,19.5738,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T10:30:00Z,796,537.5,19.3,378.223,95000,20.9078,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T11:00:00Z,1047,619.9,19.7,378.967,95000,23.8677,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T11:30:00Z,870,650.9000000000001,19.9,378.55,95000,21.9438,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T12:00:00Z,965,714.8,20.3,378.588,95000,23.0161,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T12:30:00Z,1098,723.7,20.5,378.304,95000,24.3181,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T13:00:00Z,1133,761.8000000000001,20.8,376.607,94900,24.6007,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T13:30:00Z,1141,949.0999999999999,21.5,375.384,94900,24.6633,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T14:00:00Z,1125,1012.7,21.7,374.613,94900,24.4325,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T14:30:00Z,1160,1151.1,22.2,374.619,94900,24.0062,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T15:00:00Z,1146,1185.1000000000001,22.3,374.923,94900,23.7334,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T15:30:00Z,494,1110.8,22,374.582,94900,15.8672,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T16:00:00Z,323,986.7,21.7,374.41,94900,12.0777,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T16:30:00Z,628,978.5,22,374.509,94900,18.1291,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T17:00:00Z,250,908.8,21.7,376.161,94900,9.7841,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T17:30:00Z,129,302,17.6,377.81,95000,5.95256,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T18:00:00Z,340,0,15.9,376.128,95000,9.72118,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T18:30:00Z,375,0,15.9,377.234,95000,13.2139,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T19:00:00Z,137,0,16.4,376.22,95000,7.25435,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T19:30:00Z,12,0,17,379.615,95000,0.602953,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T20:00:00Z,2,0,15.9,383.96,95100,0.202926,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T20:30:00Z,2,0,15.1,380.159,95200,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T21:00:00Z,2,0,15,381.283,95200,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T21:30:00Z,1,0,15.1,385.676,95200,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T22:00:00Z,2,0,14.9,390.529,95200,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T22:30:00Z,2,0,14.9,393.186,95200,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T23:00:00Z,2,0,14.8,393.76,95200,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-03,2014-08-03T23:30:00Z,2,0,14.7,393.963,95200,0,0.749683530359971,2.66495108604431
BE-Vie,2014-08-04,2014-08-04T00:00:00Z,2,0,14.7,394.925,95200,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T00:30:00Z,2,0,14.6,395.559,95200,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T01:00:00Z,2,0,14.7,398.82,95200,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T01:30:00Z,2,0,14.6,400.825,95200,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T02:00:00Z,2,0,14.5,407.304,95200,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T02:30:00Z,2,0,14.3,415.354,95200,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T03:00:00Z,2,0,14.3,408.532,95300,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T03:30:00Z,2,0,14.3,416.195,95300,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T04:00:00Z,2,0,14.2,417.823,95300,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T04:30:00Z,3,0,14.2,419.447,95300,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T05:00:00Z,17,0,13.9,423.68,95300,0.70163,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T05:30:00Z,69,0,13.9,407.741,95300,3.37208,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T06:00:00Z,225,0,14.6,392.404,95300,10.3338,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T06:30:00Z,302,0,14.8,390.878,95300,12.2212,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T07:00:00Z,380,0,15.2,393.902,95300,13.8911,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T07:30:00Z,307,0,15.2,396.994,95300,11.6488,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T08:00:00Z,353,0,15.1,392.803,95400,12.5154,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T08:30:00Z,626,0,15.5,386.447,95400,18.108,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T09:00:00Z,661,0,16.1,385.6,95400,18.4521,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T09:30:00Z,1183,0,17.2,381.746,95300,24.6055,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T10:00:00Z,373,140,17.5,380.6,95400,13.041,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T10:30:00Z,979,207.79999999999998,18.1,379.242,95400,22.5734,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T11:00:00Z,787,275.2,18.4,378.035,95400,20.0266,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T11:30:00Z,352,273.5,18.3,379.209,95400,12.1995,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T12:00:00Z,304,38.5,16.9,378.427,95400,10.8775,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T12:30:00Z,90,0,15.8,381.063,95500,3.79463,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T13:00:00Z,649,0,15.9,380.094,95400,18.5361,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T14:00:00Z,492,38.5,16.9,376.44,95400,15.2133,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T14:30:00Z,727,0,16.7,376.141,95400,19.0606,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T15:00:00Z,1424,228.5,18.1,378.897,95400,26.2925,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T15:30:00Z,444,381.1,18.4,380.028,95400,14.6676,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T16:00:00Z,91,19.3,16.9,376.823,95500,4.04333,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T16:30:00Z,196,0,15.6,376.754,95500,7.83295,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T17:00:00Z,507,0,16.1,376.331,95400,16.2372,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T17:30:00Z,169,0,16.2,377.531,95500,7.01155,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T18:00:00Z,101,0,15.4,382.017,95500,4.69297,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T18:30:00Z,36,0,15,382.666,95500,1.6627,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T19:00:00Z,11,0,14.7,383.612,95600,0.403791,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T19:30:00Z,4,0,14.5,385.486,95600,0.101702,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T20:00:00Z,3,0,14.3,384.585,95600,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T20:30:00Z,2,0,14.2,392.652,95600,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T21:00:00Z,1,0,14,391.496,95600,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T21:30:00Z,2,0,14,390.415,95600,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T22:00:00Z,2,0,13.8,393.064,95600,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T22:30:00Z,2,0,13.4,399.459,95700,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T23:00:00Z,2,0,13.2,401.839,95700,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-04,2014-08-04T23:30:00Z,2,0,13.1,401.826,95700,0,0.748619804695714,2.66347527503967
BE-Vie,2014-08-05,2014-08-05T00:00:00Z,2,0,12.8,413.009,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T00:30:00Z,3,0,12.6,415.878,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T01:00:00Z,5,0,12.6,409.845,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T01:30:00Z,5,0,12.1,425.881,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T02:00:00Z,6,0,11.9,420.592,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T02:30:00Z,7,0,11.5,425.087,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T03:00:00Z,9,0,11.5,421.845,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T03:30:00Z,8,0,11.9,404.216,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T04:00:00Z,9,0,11.9,397.645,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T04:30:00Z,10,0,11.5,418.996,95700,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T05:00:00Z,19,0,11,419.761,95800,0.496465,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T07:30:00Z,482,0,12.2,412.378,95800,15.8337,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T08:00:00Z,570,0,12.6,414.439,95800,17.3234,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T08:30:00Z,663,0,13.4,406.787,95800,18.8161,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T09:00:00Z,798,0,14.5,401.346,95800,20.0254,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T09:30:00Z,1032,0,15,391.8,95800,22.793,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T11:00:00Z,697,74.6,16.4,375.685,95800,18.5451,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T11:30:00Z,689,404.5,16.9,374.589,95800,18.5609,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T12:00:00Z,623,401.90000000000003,16.8,373.328,95800,17.5387,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T13:00:00Z,1330,731.7,18.2,374.491,95700,25.2844,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T13:30:00Z,1383,819.6999999999999,18.7,373.787,95700,25.8655,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T14:00:00Z,970,814.6000000000001,18.6,373.959,95700,22.2262,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T14:30:00Z,732,836.1,18.6,374.394,95700,19.1331,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T15:00:00Z,384,804.5,18.4,373.37,95700,12.9213,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T15:30:00Z,1162,967.0999999999999,19,374.252,95700,24.1109,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T16:00:00Z,1073,1097.3000000000002,19.3,375.804,95700,23.1986,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T16:30:00Z,690,1074.9,19.3,375.439,95700,18.3079,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T17:00:00Z,434,955.1,18.8,374.536,95700,14.1703,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T17:30:00Z,598,1030.2,19.3,374.697,95700,17.6734,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T18:00:00Z,321,995.3,19.1,375.184,95700,9.03162,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T18:30:00Z,282,1069.3,19.9,374.988,95700,10.1502,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T19:00:00Z,147,993.4,19.8,376.048,95700,7.2849,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T19:30:00Z,53,771.8,18.6,372.677,95700,2.27397,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T20:00:00Z,15,779.6,17.9,370.745,95800,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T20:30:00Z,6,740.2,17.5,372.179,95800,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T21:00:00Z,5,760.2,17.5,370.526,95800,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T21:30:00Z,5,678.4,17,374.836,95800,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T22:00:00Z,5,524.0999999999999,15.9,375.457,95800,0,0.747592003375866,2.66199946403503
BE-Vie,2014-08-05,2014-08-05T22:30:00Z,5,567.4000000000001,16.1,376.344,95800,0,0.747592003375866,2.66199946403503
