time,PMod_gpp_smstress,daily_A0,Ls_daily,Ls_daily_lagged
2004-02-26,20.2097,0.1453802,2.220446e-16,6.214505e-17
2004-02-27,17.3027,0.1244685,0,5.800205e-17
2004-02-28,20.76836,0.149399,4.440892e-16,8.374119e-17
2004-02-29,8.651056,0.06223211,1.110223e-16,8.555993e-17
2004-03-01,18.80787,0.135296,2.220446e-16,9.465891e-17
2004-03-02,11.12837,0.08005286,1.110223e-16,9.57498e-17
2004-03-03,7.500364,0.05395451,0,8.936648e-17
2004-03-04,16.52834,0.1188981,1.110223e-16,9.081021e-17
2004-03-05,22.25013,0.1600582,0,8.475619e-17
2004-03-06,20.63814,0.1484623,4.440892e-16,1.087117e-16
2004-03-07,29.20026,0.2100546,0,1.014643e-16
2004-03-08,21.30157,0.1532346,2.220446e-16,1.09503e-16
2004-03-09,20.65343,0.1485722,0,1.022028e-16
2004-03-10,18.22904,0.1311322,3.330669e-16,1.175937e-16
2004-03-11,33.96593,0.2443369,0,1.097541e-16
2004-03-12,40.44559,0.2909488,0.3269718,0.02179812
2004-03-13,44.09704,0.3172158,0.6879589,0.06620884
2004-03-14,46.36413,0.3335244,0.9026865,0.121974
2004-03-15,53.64283,0.3858843,1.551934,0.2173047
2004-03-16,58.74827,0.4226107,1.977339,0.3346403
2004-03-17,65.13883,0.4685818,2.482295,0.4778173
2004-03-18,64.51703,0.4641088,2.434344,0.6082524
2004-03-19,56.17291,0.4040846,1.765462,0.6853997
2004-03-20,36.16867,0.2601824,5.77316e-15,0.6397064
2004-03-21,42.47255,0.3055299,0.5298084,0.6323798
2004-03-22,49.5621,0.3565292,1.194909,0.6698818
2004-03-23,41.44304,0.2981241,0.4275826,0.6537285
2004-03-24,10.52707,0.07572741,0,0.6101466
2004-03-25,16.55061,0.1190583,0,0.5694702
2004-03-26,24.34546,0.1751312,0,0.5315055
2004-03-27,26.11049,0.1878281,0,0.4960718
2004-03-28,39.38489,0.2833186,0.2182,0.477547
2004-03-29,55.09723,0.3963467,1.675361,0.5574013
2004-03-30,63.50791,0.4568496,2.356011,0.6773086
2004-03-31,65.87703,0.4738921,2.538917,0.8014158
2004-04-01,61.43508,0.4419385,2.193033,0.8941903
2004-04-02,79.36536,0.5709215,3.134311,1.043532
2004-04-03,74.99767,0.5395022,3.134311,1.182917
2004-04-04,67.61232,0.486375,2.670759,1.282106
2004-04-05,64.32443,0.4627233,2.419442,1.357929
2004-04-06,47.6227,0.3425779,1.019106,1.335341
2004-04-07,57.56893,0.414127,1.880966,1.371716
2004-04-08,49.29911,0.3546374,1.171315,1.358356
2004-04-09,39.84826,0.2866519,0.2659494,1.285529
2004-04-10,56.92614,0.409503,1.827979,1.321692
2004-04-11,60.88222,0.4379614,2.149072,1.376851
2004-04-12,63.6924,0.4581768,2.370381,1.443086
2004-04-13,32.30824,0.2324121,0,1.34688
2004-04-14,79.93991,0.5750546,3.134311,1.466042
2004-04-15,93.39856,0.6718706,3.134311,1.57726
2004-04-16,89.07097,0.6407397,3.134311,1.681063
2004-04-17,84.92511,0.6109161,3.134311,1.777947
2004-04-18,89.5827,0.6444208,3.134311,1.868371
2004-04-19,26.04102,0.1873283,0,1.743813
2004-04-20,72.99197,0.525074,3.069144,1.832168
2004-04-21,91.16522,0.6558048,3.134311,1.918978
2004-04-22,100.6647,0.7241404,3.134311,2
2004-04-23,80.39971,0.5783622,3.134311,2.075621
2004-04-24,29.70965,0.2137189,2.220446e-16,1.937246
2004-04-25,59.92786,0.4310962,2.072678,1.946275
2004-04-26,62.50789,0.4496559,2.27774,1.968372
2004-04-27,74.19993,0.5337636,3.134311,2.046102
2004-04-28,97.78528,0.7034268,3.134311,2.118649
2004-04-29,103.9464,0.7477471,3.134311,2.18636
2004-04-30,102.2463,0.7355175,3.134311,2.249556
2004-05-01,88.63186,0.6375809,3.134311,2.30854
2004-05-02,33.50802,0.2410428,1.110223e-15,2.154637
2004-05-03,101.6673,0.7313527,3.134311,2.219949
2004-05-04,81.00457,0.5827133,3.134311,2.280906
2004-05-05,77.91429,0.5604831,3.134311,2.3378
2004-05-06,42.46899,0.3055043,0.5294573,2.217244
2004-05-07,47.17539,0.3393602,0.9779473,2.134624
2004-05-08,70.5896,0.5077924,2.893078,2.185188
2004-05-09,57.19203,0.4114158,1.849937,2.162838
2004-05-10,56.67258,0.4076791,1.806986,2.139114
2004-05-11,80.56535,0.5795538,3.134311,2.205461
2004-05-12,43.47435,0.3127365,0.6277799,2.100282
2004-05-13,30.03905,0.2160885,0,1.960263
2004-05-14,69.87728,0.5026682,2.840316,2.018933
2004-05-15,55.27554,0.3976293,1.690364,1.997029
2004-05-16,67.97903,0.489013,2.698401,2.043787
2004-05-17,62.02761,0.4462009,2.239914,2.056862
2004-05-18,76.33197,0.5491005,3.134311,2.128692
2004-05-19,87.76552,0.6313488,3.134311,2.195733
2004-05-20,80.31114,0.5777251,3.134311,2.258305
2004-05-21,45.18638,0.3250521,0.7919704,2.160549
2004-05-22,61.06041,0.4392433,2.163264,2.16073
2004-05-23,42.59822,0.3064339,0.542178,2.052827
2004-05-24,63.13162,0.4541428,2.326636,2.071081
2004-05-25,64.45514,0.4636636,2.429558,2.094979
2004-05-26,45.37941,0.3264407,0.810238,2.00933
2004-05-27,73.27918,0.5271401,3.090006,2.081375
2004-05-28,80.72421,0.5806966,3.134311,2.151571
2004-05-29,89.23086,0.6418898,3.134311,2.217087
2004-05-30,98.3925,0.7077949,3.134311,2.278235
2004-05-31,99.35621,0.7147274,3.134311,2.335307
2004-06-01,49.34196,0.3549456,1.175164,2.257964
2004-06-02,36.71656,0.2641237,2.153833e-14,2.107433
2004-06-03,80.21414,0.5770273,3.134311,2.175891
2004-06-04,80.63682,0.5800679,3.134311,2.239786
2004-06-05,60.8162,0.4374865,2.143808,2.233387
2004-06-06,89.76419,0.6457264,3.134311,2.293449
2004-06-07,102.8181,0.739631,3.134311,2.349506
2004-06-08,108.3114,0.7791476,3.134311,2.401827
2004-06-09,102.8263,0.7396895,3.134311,2.450659
2004-06-10,104.0407,0.7484258,3.134311,2.496236
2004-06-11,92.25384,0.6636359,3.134311,2.538774
2004-06-12,76.65802,0.5514461,3.134311,2.578477
2004-06-13,81.41448,0.585662,3.134311,2.615532
2004-06-14,90.21658,0.6489807,3.134311,2.650117
2004-06-15,103.0463,0.7412726,3.134311,2.682397
2004-06-16,80.87198,0.5817595,3.134311,2.712524
2004-06-17,98.99963,0.7121623,3.134311,2.740644
2004-06-18,89.90998,0.6467751,3.134311,2.766888
2004-06-19,75.68945,0.5444785,3.134311,2.791383
2004-06-20,82.36202,0.5924782,3.134311,2.814245
2004-06-21,83.93207,0.6037725,3.134311,2.835582
2004-06-22,88.70062,0.6380755,3.134311,2.855498
2004-06-23,90.41643,0.6504183,3.134311,2.874085
2004-06-24,90.29516,0.649546,3.134311,2.891434
2004-06-25,79.62034,0.5727557,3.134311,2.907625
2004-06-26,87.24986,0.6276393,3.134311,2.922738
2004-06-27,90.80409,0.653207,3.134311,2.936843
2004-06-28,79.44653,0.5715054,3.134311,2.950007
2004-06-29,69.44924,0.499589,2.808484,2.940572
2004-06-30,70.1647,0.5047358,2.861637,2.93531
2004-07-01,69.64806,0.5010193,2.823282,2.927841
2004-07-02,76.23691,0.5484168,3.134311,2.941606
2004-07-03,79.75703,0.573739,3.134311,2.954453
2004-07-04,89.01937,0.6403685,3.134311,2.966443
2004-07-05,88.021,0.6331866,3.134311,2.977635
2004-07-06,87.17788,0.6271216,3.134311,2.98808
2004-07-07,95.19822,0.6848165,3.134311,2.997828
2004-07-08,104.4041,0.75104,3.134311,3.006927
2004-07-09,80.85111,0.5816094,3.134311,3.015419
2004-07-10,82.54081,0.5937644,3.134311,3.023346
2004-07-11,84.11898,0.6051171,3.134311,3.030743
2004-07-12,69.71957,0.5015337,2.828599,3.017267
2004-07-13,47.77848,0.3436986,1.033386,2.885008
2004-07-14,76.6804,0.551607,3.134311,2.901628
2004-07-15,57.98663,0.4171318,1.915223,2.835868
2004-07-16,80.31292,0.5777379,3.134311,2.855764
2004-07-17,95.17182,0.6846266,3.134311,2.874334
2004-07-18,95.86902,0.689642,3.134311,2.891666
2004-07-19,91.28997,0.6567022,3.134311,2.907842
2004-07-20,95.39682,0.6862452,3.134311,2.92294
2004-07-21,101.6832,0.731467,3.134311,2.937031
2004-07-22,45.83249,0.3296999,0.8529261,2.798091
2004-07-23,95.07552,0.6839339,3.134311,2.820506
2004-07-24,55.97638,0.4026709,1.749074,2.749077
2004-07-25,90.51716,0.6511429,3.134311,2.774759
2004-07-26,59.70492,0.4294925,2.054738,2.726758
2004-07-27,60.4331,0.4347307,2.113202,2.685854
2004-07-28,84.61439,0.6086808,3.134311,2.715751
2004-07-29,91.24,0.6563428,3.134311,2.743655
2004-07-30,97.99873,0.7049622,3.134311,2.769699
2004-07-31,102.577,0.7378967,3.134311,2.794006
2004-08-01,94.39129,0.6790119,3.134311,2.816693
2004-08-02,92.37403,0.6645005,3.134311,2.837868
2004-08-03,97.14781,0.6988411,3.134311,2.857631
2004-08-04,97.67537,0.7026362,3.134311,2.876076
2004-08-05,104.6597,0.7528782,3.134311,2.893292
2004-08-06,102.1609,0.7349029,3.134311,2.909359
2004-08-07,100.2592,0.7212235,3.134311,2.924356
2004-08-08,98.50896,0.7086326,3.134311,2.938353
2004-08-09,97.15088,0.6988632,3.134311,2.951417
2004-08-10,97.01028,0.6978518,3.134311,2.96361
2004-08-11,85.67962,0.6163437,3.134311,2.97499
2004-08-12,94.1387,0.6771948,3.134311,2.985611
2004-08-13,79.47098,0.5716813,3.134311,2.995525
2004-08-14,57.15352,0.4111387,1.84676,2.91894
2004-08-15,85.19909,0.6128869,3.134311,2.933298
2004-08-16,88.15472,0.6341485,3.134311,2.946699
2004-08-17,76.18873,0.5480702,3.134311,2.959207
2004-08-18,73.52567,0.5289132,3.107879,2.969118
2004-08-19,35.90914,0.2583154,5.77316e-15,2.771177
2004-08-20,46.37805,0.3336245,0.9039849,2.646697
2004-08-21,58.84106,0.4232782,1.984877,2.602576
2004-08-22,58.05699,0.4176379,1.92098,2.557136
2004-08-23,65.14252,0.4686083,2.482579,2.552166
2004-08-24,43.46718,0.3126849,0.6270834,2.423827
2004-08-25,60.67592,0.4364775,2.132614,2.404413
2004-08-26,48.93962,0.3520514,1.138941,2.320048
2004-08-27,51.29345,0.3689838,1.348414,2.255272
2004-08-28,45.45559,0.3269887,0.8174336,2.159416
2004-08-29,56.55512,0.4068341,1.797243,2.135272
2004-08-30,41.61195,0.2993391,0.4444647,2.022551
2004-08-31,55.79612,0.4013742,1.734013,2.003315
2004-09-01,56.89204,0.4092577,1.825159,1.991438
2004-09-02,61.93971,0.4455686,2.232975,2.007541
2004-09-03,66.23051,0.4764348,2.565915,2.044766
2004-09-04,66.38782,0.4775665,2.577907,2.080308
2004-09-05,64.36503,0.4630153,2.422586,2.103127
2004-09-06,66.07341,0.4753047,2.553925,2.13318
2004-09-07,66.34249,0.4772404,2.574452,2.162598
2004-09-08,60.75987,0.4370814,2.139315,2.161046
2004-09-09,54.99917,0.3956412,1.667097,2.128116
2004-09-10,63.52473,0.4569706,2.357322,2.143396
2004-09-11,44.94664,0.3233275,0.7692157,2.051784
2004-09-12,32.69468,0.235192,0,1.914999
2004-09-13,52.15129,0.3751548,1.423342,1.882222
2004-09-14,52.95048,0.3809038,1.492505,1.856241
2004-09-15,53.90574,0.3877756,1.574386,1.83745
2004-09-16,40.55278,0.2917199,0.3378604,1.737478
2004-09-17,53.24746,0.3830402,1.518051,1.722849
2004-09-18,58.60154,0.4215552,1.965407,1.73902
2004-09-19,52.99195,0.3812022,1.496077,1.722824
2004-09-20,47.21927,0.3396759,0.9819957,1.673435
2004-09-21,37.84474,0.2722393,0.05678957,1.565659
2004-09-22,30.14399,0.2168434,0,1.461281
2004-09-23,21.93283,0.1577757,0,1.363863
2004-09-24,24.77235,0.1782021,2.220446e-16,1.272938
2004-09-25,30.36087,0.2184035,0,1.188076
2004-09-26,14.74666,0.1060813,0,1.108871
2004-09-27,24.8682,0.1788915,0,1.034946
2004-09-28,28.26295,0.2033119,4.440892e-16,0.9659497
2004-09-29,28.33212,0.2038095,6.661338e-16,0.9015531
2004-09-30,31.94768,0.2298184,0,0.8414495
2004-10-01,37.81654,0.2720365,0.05379422,0.7889392
2004-10-02,28.31785,0.2037069,4.440892e-16,0.7363432
2004-10-03,40.06124,0.288184,0.287775,0.7064387
2004-10-04,43.16602,0.3105184,0.59778,0.6991948
2004-10-05,48.69218,0.3502714,1.116574,0.7270201
2004-10-06,33.18316,0.2387059,4.440892e-16,0.6785521
2004-10-07,37.83392,0.2721616,0.055641,0.6370247
2004-10-08,19.29655,0.1388114,2.220446e-16,0.5945564
2004-10-09,29.4777,0.2120504,0,0.5549193
2004-10-10,29.55382,0.212598,0,0.5179246
2004-10-11,30.36896,0.2184617,6.661338e-16,0.4833963
2004-10-12,35.75889,0.2572346,8.881784e-16,0.4511699
2004-10-13,38.28459,0.2754035,0.1033219,0.42798
2004-10-14,38.44037,0.2765241,0.119718,0.4074292
2004-10-15,18.6009,0.1338072,3.330669e-16,0.3802673
2004-10-16,20.91963,0.1504872,2.220446e-16,0.3549161
2004-10-17,27.26248,0.196115,4.440892e-16,0.3312551
2004-10-18,28.95288,0.208275,0,0.3091714
2004-10-19,41.8643,0.3011544,0.4696058,0.319867
2004-10-20,38.36321,0.2759691,0.1116029,0.3059827
2004-10-21,49.49192,0.3560244,1.18862,0.3648253
2004-10-22,47.86004,0.3442853,1.04085,0.4098936
2004-10-23,48.1957,0.3466999,1.07149,0.454
2004-10-24,51.42962,0.3699634,1.360357,0.5144238
2004-10-25,34.64195,0.2491999,0,0.4801289
2004-10-26,5.203669,0.03743304,0,0.4481203
2004-10-27,22.15549,0.1593774,2.220446e-16,0.4182456
2004-10-28,21.97121,0.1580518,0,0.3903626
2004-10-29,32.27636,0.2321827,2.220446e-16,0.3643384
2004-10-30,20.40241,0.1467665,0,0.3400492
2004-10-31,25.78357,0.1854763,0,0.3173792
2004-11-01,14.60507,0.1050628,1.110223e-16,0.2962206
2004-11-02,8.052512,0.05792644,0,0.2764726
2004-11-03,27.87048,0.2004887,0,0.2580411
2004-11-04,22.58985,0.162502,0,0.2408383
2004-11-05,15.20298,0.1093639,0,0.2247824
2004-11-06,10.8875,0.07832016,0,0.2097969
2004-11-07,11.39178,0.08194775,0,0.1958105
2004-11-08,8.428566,0.06063161,0,0.1827564
2004-11-09,2.422572,0.01742698,0,0.1705727
2004-11-10,14.78169,0.1063333,3.330669e-16,0.1592012
2004-11-11,15.23403,0.1095873,0,0.1485878
2004-11-12,12.92156,0.09295235,0,0.1386819
2004-11-13,12.42746,0.08939802,1.110223e-16,0.1294364
2004-11-14,12.62021,0.09078455,0,0.1208073
2004-11-15,16.18265,0.1164113,0,0.1127535
2004-11-16,5.012348,0.03605675,0,0.1052366
2004-11-17,9.17493,0.06600065,0,0.09822085
2004-11-18,7.845562,0.05643773,0,0.09167279
2004-11-19,2.512873,0.01807657,0,0.08556127
2004-11-20,4.188929,0.03013342,0,0.07985719
2004-11-21,4.428397,0.03185605,0,0.07453338
2004-11-22,7.348663,0.05286324,0,0.06956448
2004-11-23,8.55733,0.06155789,5.551115e-17,0.06492685
2004-11-24,9.337868,0.06717275,0,0.06059839
2004-11-25,14.22175,0.1023054,1.110223e-16,0.0565585
2004-11-26,12.24236,0.08806649,0,0.05278793
2004-11-27,4.896413,0.03522276,0,0.04926874
2004-11-28,7.223077,0.05195982,0,0.04598416
2004-11-29,7.295045,0.05247753,0,0.04291855
2004-11-30,13.37112,0.0961863,1.110223e-16,0.04005731
2004-12-01,9.150881,0.06582765,5.551115e-17,0.03738682
2004-12-02,6.952024,0.05000998,0,0.03489437
2004-12-03,10.73168,0.07719926,1.110223e-16,0.03256808
2004-12-04,11.49365,0.08268057,0,0.03039687
2004-12-05,12.11111,0.08712228,0,0.02837041
2004-12-06,9.482309,0.0682118,1.110223e-16,0.02647905
2004-12-07,6.823143,0.04908286,0,0.02471378
2004-12-08,12.32271,0.0886445,0,0.0230662
2004-12-09,10.60061,0.07625638,0,0.02152845
2004-12-10,12.94648,0.09313162,0,0.02009322
2004-12-11,13.06436,0.09397959,0,0.01875367
2004-12-12,4.828073,0.03473116,0,0.01750343
2004-12-13,9.670703,0.06956703,0,0.01633653
2004-12-14,9.286848,0.06680574,5.551115e-17,0.01524743
2004-12-15,16.37745,0.1178126,0,0.01423093
2004-12-16,15.21219,0.1094302,0,0.01328221
2004-12-17,13.85148,0.09964181,0,0.01239673
2004-12-18,5.476795,0.03939779,0,0.01157028
2004-12-19,3.513416,0.02527406,0,0.01079893
2004-12-20,9.045697,0.06507099,0,0.010079
2004-12-21,9.630299,0.06927638,1.110223e-16,0.009407064
2004-12-22,7.540353,0.05424218,0,0.008779926
2004-12-23,6.839798,0.04920267,5.551115e-17,0.008194598
2004-12-24,9.765778,0.07025096,0,0.007648291
2004-12-25,11.70392,0.08419318,0,0.007138405
2004-12-26,1.634008,0.01175437,0,0.006662511
2004-12-27,1.683381,0.01210955,0,0.006218344
2004-12-28,8.162092,0.05871471,0,0.005803788
2004-12-29,7.619671,0.05481276,0,0.005416869
2004-12-30,11.14469,0.08017029,0,0.005055744
2004-12-31,8.661627,0.06230816,0,0.004718694
2005-01-01,5.49658,0.03954012,0,0.004404115
2005-01-02,9.923067,0.07138244,0,0.004110507
2005-01-03,3.026687,0.02177273,0,0.003836473
2005-01-04,4.092766,0.02944166,0,0.003580708
2005-01-05,5.992301,0.04310613,5.551115e-17,0.003341995
2005-01-06,9.986809,0.07184097,0,0.003119195
2005-01-07,11.30123,0.0812964,0,0.002911249
2005-01-08,15.12839,0.1088274,0,0.002717165
2005-01-09,13.06279,0.09396832,1.110223e-16,0.002536021
2005-01-10,16.81644,0.1209705,0,0.002366953
2005-01-11,10.93102,0.07863325,1.110223e-16,0.002209156
2005-01-12,10.39832,0.07480118,1.110223e-16,0.002061879
2005-01-13,10.42819,0.07501609,0,0.00192442
2005-01-14,8.421289,0.06057926,0,0.001796126
2005-01-15,6.548969,0.04711057,0,0.001676384
2005-01-16,11.278,0.08112926,1.110223e-16,0.001564625
2005-01-17,14.57165,0.1048224,0,0.001460317
2005-01-18,10.6312,0.07647647,0,0.001362962
2005-01-19,9.789533,0.07042185,0,0.001272098
2005-01-20,5.505284,0.03960274,0,0.001187292
2005-01-21,7.579082,0.05452078,0,0.001108139
2005-01-22,9.13469,0.06571118,5.551115e-17,0.001034263
2005-01-23,8.985729,0.06463961,0,0.000965312
2005-01-24,9.027695,0.0649415,1.110223e-16,0.0009009579
2005-01-25,7.988134,0.05746333,5.551115e-17,0.000840894
2005-01-26,6.715437,0.04830807,0,0.0007848344
2005-01-27,5.872853,0.04224687,0,0.0007325121
2005-01-28,3.902253,0.02807119,0,0.000683678
2005-01-29,2.883685,0.02074404,0,0.0006380995
2005-01-30,4.188021,0.03012689,0,0.0005955595
2005-01-31,5.229223,0.03761687,0,0.0005558555
2005-02-01,7.051651,0.05072666,0,0.0005187985
2005-02-02,6.306217,0.04536431,5.551115e-17,0.0004842119
2005-02-03,8.562456,0.06159476,0,0.0004519311
2005-02-04,9.121697,0.06561771,0,0.0004218024
2005-02-05,8.732428,0.06281747,0,0.0003936822
2005-02-06,11.42335,0.08217488,0,0.0003674367
2005-02-07,12.87708,0.09263238,0,0.000342941
2005-02-08,13.79611,0.09924347,0,0.0003200782
2005-02-09,21.60229,0.1553979,2.220446e-16,0.0002987397
2005-02-10,21.17283,0.1523086,0,0.0002788237
2005-02-11,12.2857,0.08837827,0,0.0002602355
2005-02-12,13.06711,0.09399938,0,0.0002428864
2005-02-13,19.01986,0.136821,0,0.000226694
2005-02-14,8.828235,0.06350666,0,0.0002115811
2005-02-15,6.409622,0.04610816,0,0.0001974757
2005-02-16,6.69189,0.04813869,0,0.0001843106
2005-02-17,6.318468,0.04545244,0,0.0001720232
2005-02-18,10.86191,0.07813606,0,0.000160555
2005-02-19,13.28394,0.09555913,1.110223e-16,0.0001498514
2005-02-20,21.10513,0.1518215,0,0.0001398613
2005-02-21,16.74465,0.1204541,0,0.0001305372
2005-02-22,5.208381,0.03746694,0,0.0001218347
2005-02-23,16.17529,0.1163584,1.110223e-16,0.0001137124
2005-02-24,14.08071,0.1012908,0,0.0001061316
2005-02-25,12.51132,0.09000122,0,9.905613e-05
2005-02-26,12.32438,0.0886565,0,9.245239e-05
2005-02-27,7.280619,0.05237376,0,8.628889e-05
2005-02-28,9.336534,0.06716316,5.551115e-17,8.05363e-05
2005-03-01,15.23586,0.1096005,0,7.516721e-05
2005-03-02,20.83412,0.149872,2.220446e-16,7.015607e-05
2005-03-03,25.80035,0.185597,0,6.547899e-05
2005-03-04,22.73566,0.1635509,0,6.111373e-05
2005-03-05,23.61031,0.1698428,2.220446e-16,5.703948e-05
2005-03-06,13.45687,0.09680318,0,5.323685e-05
2005-03-07,17.55745,0.126301,0,4.968772e-05
2005-03-08,16.48802,0.118608,0,4.637521e-05
2005-03-09,20.65937,0.148615,0,4.328353e-05
2005-03-10,24.52052,0.1763905,0,4.039796e-05
2005-03-11,20.88766,0.1502572,4.440892e-16,3.770476e-05
2005-03-12,28.52965,0.2052305,0,3.519111e-05
2005-03-13,26.06079,0.1874705,0,3.284504e-05
2005-03-14,35.63515,0.2563445,0,3.065537e-05
2005-03-15,49.32463,0.3548209,0.9104949,0.06072827
2005-03-16,56.30789,0.4050557,1.498827,0.1566015
2005-03-17,45.00869,0.3237739,0.521047,0.1808979
2005-03-18,43.76791,0.3148482,0.4047457,0.1958211
2005-03-19,35.21043,0.2532893,0,0.1827663
2005-03-20,47.77481,0.3436722,0.7731909,0.222128
2005-03-21,55.28665,0.3977093,1.415595,0.3016925
2005-03-22,65.72478,0.4727969,2.229171,0.430191
2005-03-23,28.98807,0.2085282,2.220446e-16,0.4015116
2005-03-24,83.20872,0.5985691,3.314286,0.5956965
2005-03-25,78.39437,0.5639366,3.129346,0.7646065
2005-03-26,37.89763,0.2726198,1.776357e-15,0.7136327
2005-03-27,79.80943,0.574116,3.225302,0.8810774
2005-03-28,39.11151,0.281352,4.440892e-16,0.8223389
2005-03-29,65.05823,0.4680019,2.179442,0.9128124
2005-03-30,68.06004,0.4895957,2.401322,1.012046
2005-03-31,65.06365,0.468041,2.179848,1.0899
2005-04-01,71.03789,0.5110171,2.616454,1.19167
2005-04-02,80.86465,0.5817068,3.296342,1.331982
2005-04-03,91.07742,0.6551732,3.314286,1.464135
2005-04-04,95.22152,0.6849842,3.314286,1.587479
2005-04-05,67.85798,0.4881422,2.38655,1.64075
2005-04-06,88.34565,0.635522,3.314286,1.752319
2005-04-07,57.7331,0.415308,1.613538,1.743067
2005-04-08,48.9504,0.3521289,0.8775877,1.685368
2005-04-09,30.90134,0.2222914,4.440892e-16,1.573011
2005-04-10,50.79754,0.3654164,1.038551,1.53738
2005-04-11,61.6177,0.4432522,1.918282,1.562773
2005-04-12,69.63416,0.5009193,2.515632,1.626297
2005-04-13,59.80778,0.4302324,1.777678,1.636389
2005-04-14,76.92184,0.5533438,3.028618,1.729205
2005-04-15,77.02973,0.5541199,3.036029,1.816326
2005-04-16,88.62037,0.6374983,3.314286,1.91619
2005-04-17,65.54792,0.4715246,2.216002,1.936178
2005-04-18,80.72516,0.5807034,3.286976,2.026231
2005-04-19,76.23484,0.5484018,2.981309,2.089903
2005-04-20,63.93472,0.4599199,2.095002,2.090243
2005-04-21,60.81763,0.4374968,1.856415,2.074654
2005-04-22,79.42557,0.5713547,3.199352,2.149634
2005-04-23,88.42235,0.6360737,3.314286,2.227277
2005-04-24,52.25455,0.3758976,1.163029,2.156328
2005-04-25,34.14656,0.2456362,0,2.012572
2005-04-26,69.28877,0.4984347,2.490665,2.044445
2005-04-27,58.72599,0.4224504,1.6925,2.020982
2005-04-28,87.92445,0.6324921,3.314286,2.107202
2005-04-29,86.03861,0.6189261,3.314286,2.187675
2005-04-30,96.38911,0.6933833,3.314286,2.262782
2005-05-01,107.5496,0.7736669,3.314286,2.332882
2005-05-02,103.6674,0.74574,3.314286,2.398309
2005-05-03,69.59302,0.5006234,2.512661,2.405933
2005-05-04,85.39271,0.6142797,3.314286,2.46649
2005-05-05,55.76275,0.4011341,1.454508,2.399024
2005-05-06,48.81763,0.3511738,0.8658751,2.296814
