time,ppfd,co2,pa_f,PMod_A0_daily_total,PMod_sub_A0_daily_total,pre,soilm_stress,PMod_sub_A0_daily_total_penalised,growing_day,growing_day_filtered,annual_lai_max,annual_fapar_max,Ls_daily,Ls_daily_lagged
2004-01-23,194.681,395.6479,97772.65,2.949748,0.9379818,2.209677,0.5772067,0.5414094,False,False,3.131857,0.791106,0,2.637742e-17
2004-01-24,191.2899,389.7817,97375.9,2.848547,1.106951,2.209677,0.5772067,0.6389395,False,False,3.131857,0.791106,5.551115e-17,2.831967e-17
2004-01-25,9.283275,385.6132,96804.19,0.2294374,0.3545212,2.209677,0.5772067,0.204632,False,False,3.131857,0.791106,0,2.643169e-17
2004-01-26,116.3918,384.6913,96508.58,3.147149,1.926984,2.209677,0.5772067,1.112268,False,False,3.131857,0.791106,0,2.466958e-17
2004-01-27,25.08987,393.3056,95785.08,0.4747672,0.6774723,2.209677,0.5772067,0.3910416,False,False,3.131857,0.791106,0,2.302494e-17
2004-01-28,90.2955,386.6715,95634.15,1.976515,1.488619,2.209677,0.5772067,0.8592408,False,False,3.131857,0.791106,0,2.148995e-17
2004-01-29,64.7938,376.7048,95535.65,1.530164,1.6605,2.209677,0.5772067,0.9584517,False,False,3.131857,0.791106,1.110223e-16,2.745877e-17
2004-01-30,36.0128,381.6232,96627.46,0.9033783,1.148452,2.209677,0.5772067,0.6628941,False,False,3.131857,0.791106,0,2.562819e-17
2004-01-31,109.0461,379.7855,96793.79,3.27929,2.848393,2.209677,0.5772067,1.644112,True,True,3.131857,0.791106,2.220446e-16,3.872261e-17
2004-02-01,54.1314,379.9888,96886.04,1.776511,2.284379,1.306897,0.5772067,1.318559,True,True,3.131857,0.791106,0,3.614111e-17
2004-02-02,24.8659,381.0604,97470.96,0.8387973,1.235173,1.306897,0.5772067,0.7129503,True,True,3.131857,0.791106,0,3.37317e-17
2004-02-03,55.69753,390.3823,98208.44,1.943207,2.447795,1.306897,0.5772067,1.412884,True,True,3.131857,0.791106,2.220446e-16,4.628589e-17
2004-02-04,81.3467,383.0308,98154.25,2.762976,3.248437,1.306897,0.5772067,1.87502,True,True,3.131857,0.791106,0,4.320017e-17
2004-02-05,33.43985,383.1575,97756.92,1.131802,1.627512,1.306897,0.5772067,0.9394108,True,True,3.131857,0.791106,1.110223e-16,4.772164e-17
2004-02-06,79.63225,379.6662,97381.04,2.705077,2.930489,1.306897,0.5772067,1.691498,True,True,3.131857,0.791106,2.220446e-16,5.934317e-17
2004-02-07,104.2746,377.1773,96486.56,3.347788,2.87245,1.306897,0.5772067,1.657998,True,True,3.131857,0.791106,0,5.538696e-17
2004-02-08,45.78057,374.1422,96152.27,1.301579,1.529411,1.306897,0.5772067,0.8827864,True,True,3.131857,0.791106,0,5.16945e-17
2004-02-09,65.98805,375.9858,97206.94,1.665501,1.356363,1.306897,0.5772067,0.7829016,False,False,3.131857,0.791106,0,4.82482e-17
2004-02-10,47.7938,376.7475,98082.69,1.265272,1.592013,1.306897,0.5772067,0.9189208,False,False,3.131857,0.791106,0,4.503165e-17
2004-02-11,17.93287,380.5905,97507.65,0.4413609,0.6305056,1.306897,0.5772067,0.3639321,False,False,3.131857,0.791106,0,4.202954e-17
2004-02-12,119.8951,384.8503,98583.94,2.511913,1.648891,1.306897,0.5772067,0.951751,False,False,3.131857,0.791106,0,3.922757e-17
2004-02-13,38.3622,378.7495,98309.6,1.085172,1.408265,1.306897,0.5772067,0.8128599,True,False,3.131857,0.791106,0,3.66124e-17
2004-02-14,36.57252,374.1941,97917.73,1.080449,1.424943,1.306897,0.5772067,0.8224867,True,False,3.131857,0.791106,0,3.417157e-17
2004-02-15,68.41013,372.8444,97746.29,1.956591,1.99344,1.306897,0.5772067,1.150627,True,False,3.131857,0.791106,1.110223e-16,3.929496e-17
2004-02-16,93.687,381.379,98164.54,2.601507,1.952212,1.306897,0.5772067,1.12683,True,False,3.131857,0.791106,1.110223e-16,4.407678e-17
2004-02-17,105.1327,390.919,98004.42,2.810587,2.258713,1.306897,0.5772067,1.303744,False,False,3.131857,0.791106,0,4.113833e-17
2004-02-18,40.67335,380.4007,97411.75,1.089272,1.519691,1.306897,0.5772067,0.8771761,False,False,3.131857,0.791106,0,3.839577e-17
2004-02-19,31.01778,386.5809,98012.42,0.7066082,0.9442652,1.306897,0.5772067,0.5450363,False,False,3.131857,0.791106,0,3.583605e-17
2004-02-20,257.7612,386.5781,98501.27,6.222927,2.447447,1.306897,0.5772067,1.412683,False,False,3.131857,0.791106,0,3.344698e-17
2004-02-21,234.9829,384.9054,97575.58,6.131763,3.041058,1.306897,0.5772067,1.755319,False,False,3.131857,0.791106,2.220446e-16,4.602016e-17
2004-02-22,59.57523,382.5454,96242.19,1.673325,2.220159,1.306897,0.5772067,1.281491,True,False,3.131857,0.791106,1.110223e-16,5.035363e-17
2004-02-23,37.8403,380.4223,96582.71,0.8655885,1.264845,1.306897,0.5772067,0.7300769,False,False,3.131857,0.791106,5.551115e-17,5.069747e-17
2004-02-24,225.5496,382.0971,96961.58,5.386517,2.727981,1.306897,0.5772067,1.574609,False,False,3.131857,0.791106,0,4.731764e-17
2004-02-25,80.75128,381.9335,96240.46,2.01419,2.374031,1.306897,0.5772067,1.370307,False,False,3.131857,0.791106,1.110223e-16,5.156462e-17
2004-02-26,139.6924,381.4725,95853.75,3.509738,3.025117,1.306897,0.5772067,1.746118,False,False,3.131857,0.791106,0,4.812697e-17
2004-02-27,108.9352,387.0513,95601.33,2.546161,2.589979,1.306897,0.5772067,1.494953,False,False,3.131857,0.791106,0,4.491851e-17
2004-02-28,222.754,389.8285,96061.17,5.764349,3.108741,1.306897,0.5772067,1.794386,False,False,3.131857,0.791106,2.220446e-16,5.672692e-17
2004-02-29,49.5839,393.9836,96165.9,0.9306786,1.294945,1.306897,0.5772067,0.7474512,False,False,3.131857,0.791106,0,5.294512e-17
2004-03-01,127.9664,387.3607,97901.44,2.832148,2.815282,1.283871,0.5772067,1.625,False,False,3.131857,0.791106,2.220446e-16,6.421842e-17
2004-03-02,43.13495,387.1315,97843.79,1.184699,1.665765,1.283871,0.5772067,0.9614909,True,False,3.131857,0.791106,0,5.993719e-17
2004-03-03,27.55063,389.4988,98002.58,0.7458745,1.122702,1.283871,0.5772067,0.6480314,False,False,3.131857,0.791106,0,5.594138e-17
2004-03-04,158.3329,390.57,98302.75,3.21386,2.474068,1.283871,0.5772067,1.428049,False,False,3.131857,0.791106,0,5.221195e-17
2004-03-05,320.5052,390.9191,98189.04,7.246087,3.330542,1.283871,0.5772067,1.922411,False,False,3.131857,0.791106,2.220446e-16,6.353413e-17
2004-03-06,193.4885,388.1396,97555.23,4.092955,3.089249,1.283871,0.5772067,1.783136,False,False,3.131857,0.791106,2.220446e-16,7.41015e-17
2004-03-07,170.3362,391.4468,97625.58,4.619543,4.370882,1.283871,0.5772067,2.522902,False,False,3.131857,0.791106,0,6.91614e-17
2004-03-08,124.0341,394.0044,98103.38,2.926805,3.188555,1.283871,0.5772067,1.840455,False,False,3.131857,0.791106,0,6.455064e-17
2004-03-09,120.4548,396.2766,98176.04,2.856324,3.091538,1.283871,0.5772067,1.784457,False,False,3.131857,0.791106,0,6.024726e-17
2004-03-10,81.94298,390.2418,97968.35,2.188592,2.72864,1.283871,0.5772067,1.574989,False,False,3.131857,0.791106,2.220446e-16,7.103375e-17
2004-03-11,247.4707,390.6756,97835.31,6.850041,5.084239,1.283871,0.5772067,2.934657,True,True,3.131857,0.791106,2.220446e-16,8.110114e-17
2004-03-12,307.3825,389.5054,97681.08,9.283296,6.054155,1.283871,0.5772067,3.494499,True,True,3.131857,0.791106,0.3301278,0.02200852
2004-03-13,230.2858,392.564,97656.92,7.285928,6.600727,1.283871,0.5772067,3.809984,True,True,3.131857,0.791106,0.6912153,0.0666223
2004-03-14,214.4406,390.9232,98270.06,7.110633,6.94008,1.283871,0.5772067,4.005861,True,True,3.131857,0.791106,0.9060054,0.1225812
2004-03-15,235.7284,389.1867,98549.71,7.940038,8.029602,1.283871,0.5772067,4.634741,True,True,3.131857,0.791106,1.555455,0.2181061
2004-03-16,228.9424,389.6765,98630.85,7.882715,8.793817,1.283871,0.5772067,5.07585,True,True,3.131857,0.791106,1.981003,0.3356326
2004-03-17,347.8306,392.7405,98470.88,11.48891,9.750397,1.283871,0.5772067,5.627995,True,True,3.131857,0.791106,2.486141,0.4789998
2004-03-18,252.1686,407.9231,98020.71,8.455752,9.657322,1.283871,0.5772067,5.574272,True,True,3.131857,0.791106,2.438172,0.6096113
2004-03-19,235.3922,385.835,97365.42,7.912243,8.40832,1.283871,0.5772067,4.853339,True,True,3.131857,0.791106,1.769054,0.6869075
2004-03-20,132.458,383.8295,96561.23,4.466291,5.413957,1.283871,0.5772067,3.124973,True,True,3.131857,0.791106,4.662937e-15,0.6411136
2004-03-21,175.2215,376.9162,95985.88,5.685586,6.357563,1.283871,0.5772067,3.669628,True,True,3.131857,0.791106,0.53302,0.6339074
2004-03-22,272.1883,381.3617,96432.27,8.646095,7.418772,1.283871,0.5772067,4.282165,True,True,3.131857,0.791106,1.198316,0.6715347
2004-03-23,192.3329,385.0307,96866.4,5.943203,6.20346,1.283871,0.5772067,3.580679,True,True,3.131857,0.791106,0.430766,0.6554834
2004-03-24,34.41013,389.7564,96605.52,1.022677,1.57576,1.283871,0.5772067,0.9095392,True,True,3.131857,0.791106,0,0.6117845
2004-03-25,68.4097,381.3304,96927.35,1.754987,2.477402,1.283871,0.5772067,1.429973,False,False,3.131857,0.791106,0,0.5709989
2004-03-26,144.3895,387.2248,97237.31,3.504985,3.644184,1.283871,0.5772067,2.103448,False,False,3.131857,0.791106,4.440892e-16,0.5329323
2004-03-27,172.5738,384.8637,97325.85,4.362943,3.908386,1.283871,0.5772067,2.255947,False,False,3.131857,0.791106,2.220446e-16,0.4974035
2004-03-28,242.0273,389.3754,97484.42,7.092561,5.895382,1.283871,0.5772067,3.402854,True,True,3.131857,0.791106,0.2213268,0.4789984
2004-03-29,408.2648,385.9038,97821.33,13.05746,8.247307,1.283871,0.5772067,4.760401,True,True,3.131857,0.791106,1.678923,0.5589933
2004-03-30,423.399,383.7642,97911.94,13.75014,9.50627,1.283871,0.5772067,5.487083,True,True,3.131857,0.791106,2.359811,0.6790478
2004-03-31,432.5344,384.6078,97399.52,13.97532,9.860895,1.283871,0.5772067,5.691775,True,True,3.131857,0.791106,2.542784,0.8032969
2004-04-01,287.6226,384.4935,97349.54,9.45688,9.195996,0.7733334,0.5772067,5.307991,True,True,3.131857,0.791106,2.196773,0.8961953
2004-04-02,412.9623,382.02,97446.33,13.66204,11.87991,0.7733334,0.5772067,6.857167,True,True,3.131857,0.791106,3.131857,1.045239
2004-04-03,321.0263,388.2404,97601.4,10.67304,11.22613,0.7733334,0.5772067,6.479799,True,True,3.131857,0.791106,3.131857,1.184347
2004-04-04,267.305,382.5939,97560.42,8.874448,10.12064,0.7733334,0.5772067,5.841704,True,True,3.131857,0.791106,2.674677,1.283703
2004-04-05,284.0067,382.3396,96853.58,9.356801,9.628492,0.7733334,0.5772067,5.55763,True,True,3.131857,0.791106,2.423265,1.359673
2004-04-06,189.7595,379.3018,95955.4,6.062174,7.12847,0.7733334,0.5772067,4.114601,True,True,3.131857,0.791106,1.02246,1.337192
2004-04-07,280.54,380.3204,96135.79,8.712052,8.617286,0.7733334,0.5772067,4.973956,True,True,3.131857,0.791106,1.884597,1.373686
2004-04-08,233.4908,382.6166,96568.69,7.209386,7.379406,0.7733334,0.5772067,4.259443,True,True,3.131857,0.791106,1.174715,1.360421
2004-04-09,153.7845,382.5275,96937.25,4.724078,5.964743,0.7733334,0.5772067,3.44289,True,True,3.131857,0.791106,0.269089,1.287666
2004-04-10,299.0308,380.8185,96832.79,9.631027,8.521068,0.7733334,0.5772067,4.918418,True,True,3.131857,0.791106,1.831592,1.323928
2004-04-11,355.3608,382.2483,97385.04,11.21056,9.11324,0.7733334,0.5772067,5.260224,True,True,3.131857,0.791106,2.152796,1.379186
2004-04-12,335.603,380.8493,97878.81,10.49198,9.533887,0.7733334,0.5772067,5.503024,True,True,3.131857,0.791106,2.374185,1.445519
2004-04-13,101.7773,390.8736,97726.9,3.301045,4.836103,0.7733334,0.5772067,2.791432,True,True,3.131857,0.791106,2.220446e-16,1.349151
2004-04-14,504.5978,387.8574,97882.96,16.26469,11.96592,0.7733334,0.5772067,6.906809,True,True,3.131857,0.791106,3.131857,1.467998
2004-04-15,499.9377,385.2596,97774.35,16.09898,13.98049,0.7733334,0.5772067,8.069636,True,True,3.131857,0.791106,3.131857,1.578922
2004-04-16,351.9319,389.3625,97259.88,11.50939,13.33271,0.7733334,0.5772067,7.695732,True,True,3.131857,0.791106,3.131857,1.682451
2004-04-17,350.0691,382.682,96373.75,11.50233,12.71213,0.7733334,0.5772067,7.33753,True,True,3.131857,0.791106,3.131857,1.779078
2004-04-18,350.1813,380.3541,95528.83,11.77067,13.40931,0.7733334,0.5772067,7.739945,True,True,3.131857,0.791106,3.131857,1.869263
2004-04-19,78.58888,385.7671,95457.62,2.633298,3.897987,0.7733334,0.5772067,2.249944,True,True,3.131857,0.791106,0,1.744646
2004-04-20,308.5377,387.686,96477.33,10.16783,10.92591,0.7733334,0.5772067,6.306506,True,True,3.131857,0.791106,3.073218,1.833217
2004-04-21,417.5115,388.3421,97261.17,13.50736,13.64619,0.7733334,0.5772067,7.876675,True,True,3.131857,0.791106,3.131857,1.919793
2004-04-22,466.1991,385.0895,97183.96,14.73775,15.06814,0.7733334,0.5772067,8.697433,True,True,3.131857,0.791106,3.131857,2.000597
2004-04-23,322.2571,386.825,97378.04,10.89,12.03474,0.7733334,0.5772067,6.946535,True,True,3.131857,0.791106,3.131857,2.076015
2004-04-24,93.79878,391.0668,97718.52,3.127462,4.44713,0.7733334,0.5772067,2.566913,True,True,3.131857,0.791106,2.220446e-16,1.937614
2004-04-25,297.129,394.1656,98076.88,9.894557,8.970386,0.7733334,0.5772067,5.177767,True,True,3.131857,0.791106,2.076376,1.946865
2004-04-26,204.9346,396.2387,97915.71,7.001301,9.356581,0.7733334,0.5772067,5.400682,True,True,3.131857,0.791106,2.281511,1.969174
2004-04-27,268.3118,391.2859,97334.77,8.98915,11.10672,0.7733334,0.5772067,6.410874,True,True,3.131857,0.791106,3.131857,2.046686
2004-04-28,537.4427,381.4131,96987.54,17.45714,14.63713,0.7733334,0.5772067,8.448649,True,True,3.131857,0.791106,3.131857,2.119031
2004-04-29,459.9354,373.1869,96524.38,14.65426,15.55936,0.7733334,0.5772067,8.980967,True,True,3.131857,0.791106,3.131857,2.186553
2004-04-30,474.5112,371.9188,96186.12,14.59156,15.30488,0.7733334,0.5772067,8.83408,True,True,3.131857,0.791106,3.131857,2.249573
2004-05-01,341.9423,370.3301,96173.81,10.98533,13.26698,1.980645,0.5772067,7.657793,True,True,3.131857,0.791106,3.131857,2.308392
2004-05-02,89.69837,386.22,96346.33,3.230757,5.015695,1.980645,0.5772067,2.895093,True,True,3.131857,0.791106,0,2.154499
2004-05-03,521.3381,377.5799,96281.17,16.99352,15.21822,1.980645,0.5772067,8.784058,True,True,3.131857,0.791106,3.131857,2.219656
2004-05-04,291.425,369.9069,95354.6,9.606093,12.12528,1.980645,0.5772067,6.998794,True,True,3.131857,0.791106,3.131857,2.28047
2004-05-05,314.1307,370.3195,94733.04,10.19507,11.66271,1.980645,0.5772067,6.731794,True,True,3.131857,0.791106,3.131857,2.337229
2004-05-06,119.7093,381.4497,94834.88,4.32046,6.35703,1.980645,0.5772067,3.66932,True,True,3.131857,0.791106,0.5326689,2.216925
2004-05-07,166.9821,380.6314,95115.17,5.652173,7.061514,1.980645,0.5772067,4.075954,True,True,3.131857,0.791106,0.9812886,2.134549
2004-05-08,280.9862,373.6484,95904.15,9.27729,10.5663,1.980645,0.5772067,6.098942,True,True,3.131857,0.791106,2.897082,2.185385
2004-05-09,209.6682,376.7095,96058.75,6.937237,8.560869,1.980645,0.5772067,4.941391,True,True,3.131857,0.791106,1.853558,2.163263
2004-05-10,202.5852,381.0495,96492.98,7.086214,8.483114,1.980645,0.5772067,4.896511,True,True,3.131857,0.791106,1.810592,2.139751
2004-05-11,447.3724,380.2978,97044.15,14.96741,12.05954,1.980645,0.5772067,6.960847,True,True,3.131857,0.791106,3.131857,2.205892
2004-05-12,127.3143,384.004,97150.94,4.434587,6.507519,1.980645,0.5772067,3.756184,True,True,3.131857,0.791106,0.6310192,2.1009
2004-05-13,90.92875,387.5943,97184.25,3.145927,4.496438,1.980645,0.5772067,2.595374,True,True,3.131857,0.791106,1.110223e-15,1.96084
2004-05-14,354.3565,384.9182,97801.56,11.82273,10.45968,1.980645,0.5772067,6.037397,True,True,3.131857,0.791106,2.844299,2.019738
2004-05-15,244.0788,386.8735,97863.04,8.380254,8.273996,1.980645,0.5772067,4.775806,True,True,3.131857,0.791106,1.693931,1.998017
2004-05-16,311.4459,381.8537,97982.06,10.66478,10.17554,1.980645,0.5772067,5.873388,True,True,3.131857,0.791106,2.702329,2.044971
2004-05-17,213.5825,393.3098,98027.12,7.426894,9.284689,1.980645,0.5772067,5.359185,True,True,3.131857,0.791106,2.243671,2.058218
2004-05-18,332.2862,385.569,97835.19,11.04794,11.42586,1.980645,0.5772067,6.595082,True,True,3.131857,0.791106,3.131857,2.129794
2004-05-19,584.454,383.9144,97683.9,19.01726,13.1373,1.980645,0.5772067,7.582941,True,True,3.131857,0.791106,3.131857,2.196598
2004-05-20,355.9962,384.0604,97487.04,12.20821,12.02149,1.980645,0.5772067,6.938883,True,True,3.131857,0.791106,3.131857,2.258949
2004-05-21,173.6176,388.2865,97171.08,5.947134,6.763786,1.980645,0.5772067,3.904103,True,True,3.131857,0.791106,0.7952568,2.161369
2004-05-22,385.9336,386.4659,97442.6,12.35075,9.139913,1.980645,0.5772067,5.27562,True,True,3.131857,0.791106,2.166994,2.161744
2004-05-23,184.5401,396.6964,97377.42,5.863858,6.376374,1.980645,0.5772067,3.680486,True,True,3.131857,0.791106,0.5453931,2.053987
2004-05-24,374.5631,385.8842,97764.65,12.18052,9.449946,1.980645,0.5772067,5.454572,True,True,3.131857,0.791106,2.330425,2.072417
2004-05-25,335.268,382.6902,97524.29,11.34072,9.648058,1.980645,0.5772067,5.568924,True,True,3.131857,0.791106,2.433385,2.096481
2004-05-26,160.6819,388.2188,97420.71,5.530526,6.792681,1.980645,0.5772067,3.920781,True,True,3.131857,0.791106,0.8135297,2.010951
2004-05-27,334.931,385.7656,97725.69,11.14766,10.9689,1.980645,0.5772067,6.331321,True,True,3.131857,0.791106,3.094088,2.08316
2004-05-28,351.8962,384.2308,98111.98,11.76113,12.08332,1.980645,0.5772067,6.974572,True,True,3.131857,0.791106,3.131857,2.153073
2004-05-29,457.1768,383.7704,98256.94,14.8775,13.35665,1.980645,0.5772067,7.709546,True,True,3.131857,0.791106,3.131857,2.218325
2004-05-30,636.6096,379.3801,98002.71,19.6242,14.72802,1.980645,0.5772067,8.501112,True,True,3.131857,0.791106,3.131857,2.279228
2004-05-31,495.8382,375.7419,97532.6,15.14026,14.87227,1.980645,0.5772067,8.584377,True,True,3.131857,0.791106,3.131857,2.33607
2004-06-01,146.0483,387.8707,97386.17,5.285239,7.38582,2.5,0.5772067,4.263145,True,True,3.131857,0.791106,1.178565,2.258903
2004-06-02,96.44482,383.9749,97371.21,3.537277,5.49597,2.5,0.5772067,3.172311,True,True,3.131857,0.791106,0,2.108309
2004-06-03,348.6148,376.3892,97664.44,11.36024,12.00697,2.5,0.5772067,6.930501,True,True,3.131857,0.791106,3.131857,2.176546
2004-06-04,314.1676,373.8238,97504.9,9.872489,12.07024,2.5,0.5772067,6.967021,True,True,3.131857,0.791106,3.131857,2.240233
2004-06-05,199.1559,376.7797,97051.73,7.08246,9.103358,2.5,0.5772067,5.254519,True,True,3.131857,0.791106,2.147531,2.234053
2004-06-06,390.6677,376.8423,97534.67,13.14176,13.43648,2.5,0.5772067,7.755626,True,True,3.131857,0.791106,3.131857,2.293906
2004-06-07,544.3117,379.3109,97753.58,16.8902,15.39047,2.5,0.5772067,8.883486,True,True,3.131857,0.791106,3.131857,2.34977
2004-06-08,625.0169,375.0899,97700.77,18.40746,16.21275,2.5,0.5772067,9.358108,True,True,3.131857,0.791106,3.131857,2.401909
2004-06-09,427.0532,374.064,97691.81,13.02441,15.39169,2.5,0.5772067,8.884189,True,True,3.131857,0.791106,3.131857,2.450572
2004-06-10,481.6346,375.2785,97553.25,14.22258,15.57348,2.5,0.5772067,8.989118,True,True,3.131857,0.791106,3.131857,2.495991
2004-06-11,412.5496,376.9874,97264.5,13.25417,13.80914,2.5,0.5772067,7.970731,True,True,3.131857,0.791106,3.131857,2.538382
2004-06-12,355.3995,378.256,97281.44,12.18774,11.47466,2.5,0.5772067,6.623253,True,True,3.131857,0.791106,3.131857,2.577947
2004-06-13,358.2325,380.0883,97948.38,12.36093,12.18664,2.5,0.5772067,7.034211,True,True,3.131857,0.791106,3.131857,2.614874
2004-06-14,382.7643,371.3963,98201.71,12.97834,13.5042,2.5,0.5772067,7.794713,True,True,3.131857,0.791106,3.131857,2.64934
2004-06-15,524.133,373.803,97242.29,16.5663,15.42463,2.5,0.5772067,8.903203,True,True,3.131857,0.791106,3.131857,2.681508
2004-06-16,333.4779,373.9503,97110.04,11.24102,12.10544,2.5,0.5772067,6.987339,True,True,3.131857,0.791106,3.131857,2.711531
2004-06-17,474.1772,373.8711,96755.44,15.0238,14.8189,2.5,0.5772067,8.553568,True,True,3.131857,0.791106,3.131857,2.739553
2004-06-18,333.18,377.4363,96254.75,11.50778,13.4583,2.5,0.5772067,7.768222,True,True,3.131857,0.791106,3.131857,2.765706
2004-06-19,255.7472,373.9182,96203.25,8.770666,11.32968,2.5,0.5772067,6.539568,True,True,3.131857,0.791106,3.131857,2.790116
2004-06-20,305.0335,372.3891,96511.19,10.23909,12.32847,2.5,0.5772067,7.116078,True,True,3.131857,0.791106,3.131857,2.812899
2004-06-21,299.1447,369.2612,96902.77,9.922206,12.56349,2.5,0.5772067,7.251731,True,True,3.131857,0.791106,3.131857,2.834163
2004-06-22,301.1262,377.4617,97345.71,9.79504,13.27728,2.5,0.5772067,7.663733,True,True,3.131857,0.791106,3.131857,2.854009
2004-06-23,301.1262,371.6707,96755.31,9.606647,13.53411,2.5,0.5772067,7.811979,True,True,3.131857,0.791106,3.131857,2.872532
2004-06-24,317.9349,371.5204,96694.1,10.08231,13.51596,2.5,0.5772067,7.801502,True,True,3.131857,0.791106,3.131857,2.889821
2004-06-25,282.9235,374.5923,97211.58,9.254419,11.91808,2.5,0.5772067,6.879197,True,True,3.131857,0.791106,3.131857,2.905956
2004-06-26,335.5366,380.6421,97796.06,11.0536,13.06012,2.5,0.5772067,7.538388,True,True,3.131857,0.791106,3.131857,2.921016
2004-06-27,355.9952,387.8298,97571.77,11.81597,13.59214,2.5,0.5772067,7.845473,True,True,3.131857,0.791106,3.131857,2.935073
2004-06-28,283.9633,385.2854,97655.29,9.586805,11.89206,2.5,0.5772067,6.86418,True,True,3.131857,0.791106,3.131857,2.948191
2004-06-29,247.0526,382.708,97841.67,8.252586,10.39561,2.5,0.5772067,6.000414,True,True,3.131857,0.791106,2.812454,2.939142
2004-06-30,247.0526,380.6887,97505.6,8.186136,10.5027,2.5,0.5772067,6.06223,True,True,3.131857,0.791106,2.865628,2.934241
2004-07-01,248.4233,371.1669,96831.96,7.533419,10.42537,3.445161,0.5772067,6.017593,True,True,3.131857,0.791106,2.827258,2.927109
2004-07-02,413.6704,371.7426,96991.15,13.53491,11.41163,3.445161,0.5772067,6.586869,True,True,3.131857,0.791106,3.131857,2.940759
2004-07-03,366.2488,370.1096,97118.44,12.36552,11.93854,3.445161,0.5772067,6.891008,True,True,3.131857,0.791106,3.131857,2.953499
2004-07-04,504.971,370.6688,97380.23,16.1284,13.32499,3.445161,0.5772067,7.691273,True,True,3.131857,0.791106,3.131857,2.965389
2004-07-05,461.6129,368.9964,97324.75,15.13523,13.17555,3.445161,0.5772067,7.605014,True,True,3.131857,0.791106,3.131857,2.976487
2004-07-06,414.3045,373.659,97760.06,13.87595,13.04934,3.445161,0.5772067,7.532169,True,True,3.131857,0.791106,3.131857,2.986845
