,date,kN,nu,lambda,rho,dr,delta,ru,rv,rw,hs,hn,tau_o,tau,PPFD,sf,Rnl,Ho,Hn,Hnn,s,lv,Patm,pw,gamma,Econ,Cn,rx,hi,EET,PET,AET
10,2008-01-11,366.0,7.519181,290.519181,0.983439,1.033964,-21.873016,-0.26265,0.658148,203.300959,66.479619,57.509826,0.785706,0.308075,7.04663,0.153736,18.475346,11.559093,1.11985,-1.045938,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.017632,0.000607,47.471526,0.336475,0.336475,0.07905
11,2008-01-12,366.0,8.536012,291.536012,0.983479,1.033879,-21.71671,-0.260865,0.658866,119.565863,66.67603,53.39972,0.785706,0.28217,6.512662,0.120923,15.779136,11.663948,0.535416,-0.907471,35.751258,2.509631,0.816609,999.550981,52.538058,0.161424,0.014649,0.000581,44.663532,0.15779,0.15779,0.034491
12,2008-01-13,366.0,9.552754,292.552754,0.983524,1.033785,-21.553407,-0.258997,0.659611,536.868975,66.880468,53.062003,0.785706,0.821155,19.130944,1.0,73.7641,11.7736,2.364097,-4.244141,33.199343,2.512617,0.816609,999.39187,52.47562,0.154317,0.065494,0.000556,44.86445,0.682541,0.682541,0.138728
13,2008-01-14,366.0,10.569399,293.569399,0.983574,1.033679,-21.383188,-0.257048,0.660382,180.775338,67.092746,51.117313,0.785706,0.432581,10.176035,0.335596,28.47081,11.888016,0.717039,-1.64911,29.666731,2.517153,0.816609,999.103712,52.381061,0.143775,0.02371,0.000518,43.915753,0.200257,0.200257,0.036316
14,2008-01-15,366.0,11.585935,294.585935,0.983629,1.033564,-21.20613,-0.255018,0.661178,473.099188,67.312678,55.739277,0.785706,0.72809,17.299259,0.879828,55.446719,12.00716,2.398588,-3.150304,20.945554,2.531184,0.816609,997.845923,52.090701,0.113545,0.03577,0.000409,49.747116,0.594702,0.594702,0.07487
15,2008-01-16,366.0,12.602351,295.602351,0.983689,1.033437,-21.022317,-0.252908,0.661998,355.614608,67.540071,49.129877,0.785706,0.856949,20.570909,1.0,64.106007,12.130995,1.263202,-3.734368,22.661981,2.528009,0.816609,998.180152,52.156109,0.120034,0.044825,0.000432,43.58433,0.322473,0.322473,0.044064
16,2008-01-17,366.0,13.618639,296.618639,0.983754,1.033301,-20.831835,-0.250719,0.66284,554.734254,67.774734,53.888041,0.785706,0.856448,20.776618,1.0,77.627337,12.259482,2.56407,-4.434517,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.074754,0.000607,44.573863,0.770412,0.770412,0.180535
17,2008-01-18,366.0,14.634787,297.634787,0.983824,1.033154,-20.634771,-0.248451,0.663703,610.536914,68.01647,55.699925,0.785706,0.822083,20.159491,1.0,76.661528,12.39258,3.101062,-4.342981,37.089471,2.508149,0.816609,999.621031,52.569098,0.164995,0.071657,0.000594,46.298594,0.922918,0.922918,0.208893
18,2008-01-19,366.0,15.650785,298.650785,0.983899,1.032996,-20.431214,-0.246105,0.664587,321.22124,68.265084,43.501165,0.785706,0.779778,19.334466,0.987452,75.795365,12.530244,0.808145,-4.493539,37.089471,2.508149,0.816609,999.621031,52.569098,0.164995,0.074141,0.000594,36.346696,0.240515,0.240515,0.054178
19,2008-01-20,366.0,16.666624,299.666624,0.983979,1.032829,-20.221258,-0.243683,0.66549,492.326147,68.520377,55.626537,0.785706,0.762738,19.126567,0.951617,65.008142,12.67243,2.498114,-3.675766,26.46396,2.521758,0.816609,998.752798,52.285401,0.133428,0.049045,0.00048,48.405313,0.672825,0.672825,0.108478
20,2008-01-21,366.0,17.682293,300.682293,0.984064,1.032651,-20.004997,-0.241184,0.66641,607.102193,68.782153,59.599396,0.785706,0.819578,20.789748,1.0,58.311151,12.81909,3.739912,-3.239764,17.848346,2.537632,0.816609,997.074305,51.958333,0.101052,0.032738,0.000364,53.950538,0.870157,0.870157,0.091901
21,2008-01-22,366.0,18.697782,301.697782,0.984153,1.032463,-19.782527,-0.23861,0.667347,701.928256,69.050213,61.316562,0.785706,0.900413,23.109447,1.0,57.345342,12.970174,4.684589,-3.159307,17.139382,2.539265,0.816609,996.858748,51.924913,0.098039,0.030974,0.000353,55.675384,1.071552,1.071552,0.108253
22,2008-01-23,366.0,19.713081,302.713081,0.984247,1.032265,-19.553946,-0.235961,0.6683,701.183636,69.32436,60.802665,0.785706,0.88166,22.89936,1.0,63.140198,13.12563,4.578497,-3.481925,21.789104,2.529593,0.816609,998.017178,52.123469,0.11677,0.040659,0.00042,53.976405,1.152114,1.152114,0.151299
23,2008-01-24,366.0,20.728181,303.728181,0.984347,1.032058,-19.319355,-0.233239,0.669266,679.018398,69.604399,60.688018,0.785706,0.847083,22.269104,1.0,64.106007,13.285405,4.417044,-3.532504,22.661981,2.528009,0.816609,998.180152,52.156109,0.120034,0.042402,0.000432,53.65874,1.127594,1.127594,0.154358
24,2008-01-25,366.0,21.743072,304.743072,0.98445,1.03184,-19.078854,-0.230445,0.670245,254.199438,69.890133,51.088204,0.785706,0.622137,16.557393,0.669784,48.438183,13.449443,1.021679,-2.771887,27.49654,2.520215,0.816609,998.876988,52.317411,0.136852,0.037934,0.000493,44.342675,0.278619,0.278619,0.046545
25,2008-01-26,366.0,22.757744,305.757744,0.984559,1.031612,-18.832547,-0.227578,0.671235,157.769273,70.181369,54.475444,0.785706,0.393878,10.613713,0.27528,25.628718,13.617685,0.761367,-1.445253,33.199343,2.512617,0.816609,999.39187,52.47562,0.154317,0.022303,0.000556,46.074902,0.219815,0.219815,0.044507
26,2008-01-27,366.0,23.772187,306.772187,0.984672,1.031375,-18.580539,-0.224641,0.672236,190.324005,70.477915,51.199326,0.785706,0.502995,13.725611,0.452746,37.415893,13.790072,0.771966,-2.134667,33.199343,2.512617,0.816609,999.39187,52.47562,0.154317,0.032942,0.000556,43.363716,0.222875,0.222875,0.045065
27,2008-01-28,366.0,24.786392,307.786392,0.98479,1.031128,-18.322935,-0.221634,0.673245,142.963186,70.779582,56.748126,0.785706,0.380239,10.508671,0.254782,21.089887,13.966542,0.776083,-1.175245,22.661981,2.528009,0.816609,998.180152,52.156109,0.120034,0.014107,0.000432,50.253732,0.198121,0.198121,0.027042
28,2008-01-29,366.0,25.80035,308.80035,0.984913,1.030872,-18.059843,-0.218559,0.674262,125.756267,71.086183,57.019028,0.785706,0.344744,9.65082,0.203442,18.672601,14.14703,0.692874,-1.037962,24.499119,2.524868,0.816609,998.481982,52.221007,0.126667,0.013148,0.000456,50.061111,0.181822,0.181822,0.026968
29,2008-01-30,366.0,26.814051,309.814051,0.98504,1.030606,-17.791371,-0.215416,0.675284,110.949276,71.397532,57.500934,0.785706,0.313222,8.882693,0.160493,16.354472,14.331472,0.626788,-0.906035,25.465127,2.523309,0.816609,998.621183,52.253266,0.130032,0.011781,0.000468,50.253302,0.166665,0.166665,0.025753
30,2008-01-31,366.0,27.827485,310.827485,0.985171,1.03033,-17.517628,-0.212206,0.676312,82.88656,71.713449,57.797451,0.785706,0.248835,7.149484,0.081935,12.284613,14.519799,0.475747,-0.678769,29.666731,2.517153,0.816609,999.103712,52.381061,0.143775,0.009759,0.000518,49.567721,0.132868,0.132868,0.024047
31,2008-02-01,366.0,28.840644,311.840644,0.985307,1.030046,-17.238725,-0.208931,0.677343,97.101107,72.033756,57.326333,0.785706,0.293169,8.534739,0.134606,15.219151,14.711943,0.545574,-0.841346,27.49654,2.520215,0.816609,998.876988,52.317411,0.136852,0.011514,0.000493,49.648787,0.148782,0.148782,0.024899
32,2008-02-02,366.0,29.853519,312.853519,0.985448,1.029752,-16.954772,-0.205591,0.678376,84.16386,72.358276,58.917098,0.785706,0.259643,7.659381,0.094142,12.173397,14.90783,0.51116,-0.667549,24.499119,2.524868,0.816609,998.481982,52.221007,0.126667,0.008456,0.000456,51.694736,0.134137,0.134137,0.019904
33,2008-02-03,366.0,30.866101,313.866101,0.985593,1.029449,-16.665881,-0.202189,0.679411,96.750911,72.686839,57.487211,0.785706,0.300136,8.972417,0.143466,15.769072,15.10739,0.54955,-0.868611,27.49654,2.520215,0.816609,998.876988,52.317411,0.136852,0.011887,0.000493,49.786774,0.149866,0.149866,0.025077
34,2008-02-04,366.0,31.87838,314.87838,0.985742,1.029137,-16.372165,-0.198724,0.680444,238.548715,73.019276,63.65142,0.785706,0.408547,12.37756,0.297775,24.636987,15.310546,1.799238,-1.319919,25.465127,2.523309,0.816609,998.621183,52.253266,0.130032,0.017163,0.000468,55.494296,0.478423,0.478423,0.0741
35,2008-02-05,366.0,32.890349,315.890349,0.985896,1.028817,-16.073737,-0.195198,0.681476,106.752554,73.355423,56.607935,0.785706,0.338321,10.388309,0.194479,19.200822,15.517222,0.582551,-1.058297,28.563809,2.51868,0.816609,998.993908,52.349298,0.140301,0.014848,0.000505,48.814704,0.160798,0.160798,0.02796
36,2008-02-06,366.0,33.901997,316.901997,0.986054,1.028487,-15.770711,-0.191612,0.682505,106.952716,73.695119,56.823493,0.785706,0.344278,10.71438,0.202789,19.451306,15.727341,0.590774,-1.069507,27.49654,2.520215,0.816609,998.876988,52.317411,0.136852,0.014636,0.000493,49.229831,0.161108,0.161108,0.026935
37,2008-02-07,366.0,34.913318,317.913318,0.986216,1.02815,-15.4632,-0.187968,0.68353,91.720878,74.038209,56.646424,0.785706,0.304286,9.598298,0.148812,17.228795,15.940823,0.502987,-0.946526,33.199343,2.512617,0.816609,999.39187,52.47562,0.154317,0.014606,0.000556,47.880915,0.145218,0.145218,0.029384
38,2008-02-08,366.0,35.924302,318.924302,0.986382,1.027803,-15.151318,-0.184267,0.684549,124.118698,74.384539,52.699128,0.785706,0.415946,13.298874,0.309292,28.618093,16.157586,0.556328,-1.595062,35.751258,2.509631,0.816609,999.550981,52.538058,0.161424,0.025748,0.000581,44.151401,0.163952,0.163952,0.035616
39,2008-02-09,366.0,36.934942,319.934942,0.986552,1.027448,-14.835181,-0.180509,0.685561,227.271894,74.733961,39.484674,0.785706,0.765076,24.79451,0.956515,79.227771,16.377549,0.445641,-4.628723,46.061744,2.499411,0.816609,999.915818,52.810115,0.186409,0.086283,0.000671,31.956179,0.139836,0.139836,0.038297
40,2008-02-10,366.0,37.945228,320.945228,0.986726,1.027085,-14.514903,-0.176697,0.686566,372.718274,75.086331,59.924093,0.785706,0.658197,21.621337,0.739597,62.383136,16.600628,2.401426,-3.364382,44.448208,2.50085,0.816609,999.881063,52.722538,0.182929,0.061544,0.000659,48.295666,0.747548,0.747548,0.200087
41,2008-02-11,366.0,38.955154,321.955154,0.986905,1.026714,-14.1906,-0.172831,0.687561,540.59063,75.441507,61.925953,0.785706,0.799729,26.628383,1.0,81.490574,16.826737,3.819996,-4.35013,44.448208,2.50085,0.816609,999.881063,52.722538,0.182929,0.079577,0.000659,49.858916,1.18914,1.18914,0.318324
42,2008-02-12,366.0,39.964711,322.964711,0.987087,1.026335,-13.862386,-0.168913,0.688545,662.273808,75.799354,64.37397,0.785706,0.919126,31.020492,1.0,85.353812,17.055791,5.213457,-4.500311,51.2082,2.495138,0.816609,999.987473,53.044019,0.196863,0.088595,0.000709,50.491434,1.673447,1.673447,0.50568
43,2008-02-13,366.0,40.973891,323.973891,0.987273,1.025948,-13.530376,-0.164944,0.689519,386.917037,76.15974,67.499832,0.785706,0.523926,17.922951,0.489256,38.27595,17.287702,3.470753,-1.986695,29.666731,2.517153,0.816609,999.103712,52.381061,0.143775,0.028564,0.000518,57.658889,0.969322,0.969322,0.17565
44,2008-02-14,366.0,41.982687,324.982687,0.987463,1.025554,-13.194686,-0.160925,0.690479,718.352502,76.522536,67.435338,0.785706,0.963383,33.403654,1.0,74.729909,17.522383,6.436095,-3.873352,34.454912,2.51112,0.816609,999.474637,52.506899,0.157864,0.061146,0.000568,56.421392,1.877647,1.877647,0.394784
45,2008-02-15,366.0,42.991091,325.991091,0.987657,1.025152,-12.85543,-0.156858,0.691425,295.900166,76.887618,50.958102,0.785706,0.785706,27.612055,1.0,82.456384,17.759742,1.21802,-4.575218,46.061744,2.499411,0.816609,999.915818,52.810115,0.186409,0.085286,0.000671,41.092217,0.382198,0.382198,0.104587
46,2008-02-16,366.0,43.999095,326.999095,0.987854,1.024742,-12.512724,-0.152744,0.692357,526.413386,77.254866,63.966039,0.785706,0.933535,33.250465,1.0,79.558956,17.999691,4.094952,-4.173946,41.366531,2.503748,0.816609,999.794631,52.661511,0.175748,0.073356,0.000633,52.121182,1.253026,1.253026,0.313152
47,2008-02-17,366.0,45.006694,328.006694,0.988055,1.024325,-12.166682,-0.148584,0.693272,672.750783,77.624163,67.233569,0.785706,0.99897,36.060363,1.0,80.524765,18.242138,6.002924,-4.155904,42.883546,2.502295,0.816609,999.840702,52.692082,0.179339,0.074531,0.000646,54.358148,1.852931,1.852931,0.478842
48,2008-02-18,366.0,46.013879,329.013879,0.988259,1.023901,-11.817418,-0.144381,0.69417,723.564171,77.995397,68.151385,0.785706,0.785706,28.74275,1.0,82.456384,18.486992,6.70656,-4.230357,46.061744,2.499411,0.816609,999.915818,52.810115,0.186409,0.078858,0.000671,54.425283,2.104425,2.104425,0.578763
49,2008-02-19,366.0,47.020644,330.020644,0.988467,1.02347,-11.465048,-0.140134,0.69505,708.344329,78.36846,68.702395,0.785706,0.962698,35.688339,1.0,79.558956,18.734159,6.718433,-4.064166,41.366531,2.503748,0.816609,999.794631,52.661511,0.175748,0.071427,0.000633,55.893987,2.055793,2.055793,0.51208
50,2008-02-20,366.0,48.026981,331.026981,0.988679,1.023033,-11.109685,-0.135846,0.695911,735.850777,78.743247,69.477931,0.785706,0.990598,37.211459,1.0,79.558956,18.983546,7.202698,-4.042379,41.366531,2.503748,0.816609,999.794631,52.661511,0.175748,0.071044,0.000633,56.527686,2.203975,2.203975,0.548042
51,2008-02-21,366.0,49.032884,332.032884,0.988894,1.022588,-10.751443,-0.131518,0.696752,625.996208,79.119655,68.485548,0.785706,0.839772,31.963688,1.0,77.627337,19.23506,5.901321,-3.955253,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.066675,0.000607,56.448441,1.773137,1.773137,0.410672
52,2008-02-22,366.0,50.038348,333.038348,0.989112,1.022137,-10.390435,-0.127151,0.697572,133.094517,79.497588,57.499927,0.785706,0.455678,17.572808,0.373017,32.961472,19.488607,0.776672,-1.75972,35.751258,2.509631,0.816609,999.550981,52.538058,0.161424,0.028406,0.000581,48.233115,0.228889,0.228889,0.049072
53,2008-02-23,366.0,51.043364,334.043364,0.989333,1.02168,-10.026774,-0.122747,0.69837,193.342378,79.876952,52.660845,0.785706,0.665431,25.998127,0.753815,58.164367,19.744091,0.882286,-3.161974,34.454912,2.51112,0.816609,999.474637,52.506899,0.157864,0.049916,0.000568,44.504435,0.257395,0.257395,0.053113
54,2008-02-24,366.0,52.047927,335.047927,0.989558,1.021216,-9.660574,-0.118308,0.699145,141.677551,80.257654,55.97093,0.785706,0.497131,19.675857,0.442652,38.669895,20.001418,0.76843,-2.070356,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.034901,0.000607,46.475831,0.230886,0.230886,0.053089
55,2008-02-25,366.0,53.052032,336.052032,0.989785,1.020746,-9.291945,-0.113834,0.699896,180.377493,80.639609,52.032662,0.785706,0.636189,25.505739,0.696775,57.134687,20.260492,0.797386,-3.102827,39.895963,2.505208,0.816609,999.742737,52.630824,0.172159,0.053418,0.00062,43.044266,0.241813,0.241813,0.057468
56,2008-02-26,366.0,54.055672,337.055672,0.990016,1.020271,-8.921001,-0.109327,0.700623,501.904364,81.02273,67.694579,0.785706,0.905378,36.765027,1.0,78.593147,20.521219,4.61058,-3.982558,39.895963,2.505208,0.816609,999.742737,52.630824,0.172159,0.068563,0.00062,55.531154,1.398192,1.398192,0.334384
57,2008-02-27,366.0,55.058841,338.058841,0.99025,1.01979,-8.547851,-0.104789,0.701324,258.718068,81.406937,53.614703,0.785706,0.917791,37.745427,1.0,80.524765,20.783502,1.247255,-4.329872,42.883546,2.502295,0.816609,999.840702,52.692082,0.179339,0.077651,0.000646,43.829167,0.384992,0.384992,0.097802
58,2008-02-28,366.0,56.061534,339.061534,0.990486,1.019303,-8.172608,-0.100221,0.701999,551.515543,81.792151,68.701682,0.785706,0.997507,41.54448,1.0,85.353812,21.047246,5.283108,-4.289025,51.2082,2.495138,0.816609,999.987473,53.044019,0.196863,0.084435,0.000709,53.979701,1.695804,1.695804,0.506008
59,2008-02-29,366.0,57.063746,340.063746,0.990725,1.01881,-7.795382,-0.095624,0.702648,396.674656,82.178296,70.480364,0.785706,0.598096,25.223435,0.624256,55.197947,21.312355,4.074241,-2.745472,47.725402,2.49798,0.816609,999.945071,52.89268,0.189893,0.052135,0.000684,56.041675,1.288407,1.288407,0.361614
60,2008-03-01,366.0,58.065471,341.065471,0.990967,1.018313,-7.416282,-0.091,0.703269,124.327448,82.565299,60.859763,0.785706,0.444034,18.960249,0.354023,31.262845,21.578733,0.856517,-1.621573,34.454912,2.51112,0.816609,999.474637,52.506899,0.157864,0.025599,0.000568,51.302154,0.249878,0.249878,0.051455
61,2008-03-02,366.0,59.066704,342.066704,0.991212,1.01781,-7.035419,-0.086351,0.703862,535.702808,82.95309,71.59392,0.785706,0.972211,42.028118,1.0,72.798291,21.846286,5.748019,-3.588108,31.983483,2.514121,0.816609,999.302552,52.444222,0.150785,0.054103,0.000543,60.631621,1.641788,1.641788,0.315522
62,2008-03-03,366.0,60.06744,343.06744,0.991459,1.017303,-6.6529,-0.081678,0.704426,241.722497,83.341601,55.516438,0.785706,0.868387,38.001471,1.0,76.661528,22.114917,1.291087,-4.053127,37.089471,2.508149,0.816609,999.621031,52.569098,0.164995,0.066874,0.000594,46.435009,0.384245,0.384245,0.08472
63,2008-03-04,366.0,61.067675,344.067675,0.991709,1.01679,-6.268835,-0.076982,0.704961,447.211441,83.730766,70.302917,0.785706,0.813808,36.047235,1.0,71.832481,22.384532,4.577348,-3.548731,30.806287,2.515633,0.816609,999.206545,52.412702,0.14727,0.052262,0.00053,59.907353,1.293027,1.293027,0.238732
64,2008-03-05,366.0,62.067403,345.067403,0.991961,1.016274,-5.883332,-0.072265,0.705466,672.704078,84.120522,74.935578,0.785706,0.785706,35.223039,1.0,74.729909,22.655036,8.166544,-3.603151,34.454912,2.51112,0.816609,999.474637,52.506899,0.157864,0.056881,0.000568,62.691423,2.382484,2.382484,0.49274
65,2008-03-06,366.0,63.066621,346.066621,0.992216,1.015752,-5.496497,-0.067529,0.705941,285.652821,84.510807,60.015288,0.785706,0.785706,35.644842,1.0,81.490574,22.926335,1.9004,-4.20323,44.448208,2.50085,0.816609,999.881063,52.722538,0.182929,0.076889,0.000659,48.713712,0.591582,0.591582,0.154445
66,2008-03-07,366.0,64.065325,347.065325,0.992472,1.015227,-5.108438,-0.062774,0.706385,242.028318,84.901562,54.773107,0.785706,0.881272,40.45466,1.0,83.422193,23.198334,1.248137,-4.391704,47.725402,2.49798,0.816609,999.945071,52.89268,0.189893,0.083395,0.000684,44.061061,0.394701,0.394701,0.1095
67,2008-03-08,366.0,65.063509,348.063509,0.992731,1.014697,-4.719261,-0.058003,0.706797,440.662089,85.292729,70.086222,0.785706,0.806201,37.443431,1.0,80.524765,23.47094,4.484721,-3.951655,42.883546,2.502295,0.816609,999.840702,52.692082,0.179339,0.070868,0.000646,56.760553,1.384305,1.384305,0.353621
68,2008-03-09,366.0,66.061171,349.061171,0.992992,1.014164,-4.329072,-0.053217,0.707178,606.807966,85.684253,74.75761,0.785706,0.923336,43.382731,1.0,80.524765,23.74406,7.338231,-3.855492,42.883546,2.502295,0.816609,999.840702,52.692082,0.179339,0.069144,0.000646,60.360504,2.265102,2.265102,0.579148
69,2008-03-10,366.0,67.058306,350.058306,0.993255,1.013627,-3.937977,-0.048417,0.707527,584.699921,86.07608,74.191694,0.785706,0.832884,39.583678,1.0,84.388002,24.017602,6.933626,-4.043753,49.440455,2.496556,0.816609,999.968924,52.970548,0.193378,0.078197,0.000696,58.504995,2.209278,2.209278,0.638454
70,2008-03-11,366.0,68.054912,351.054912,0.99352,1.013086,-3.54608,-0.043605,0.707844,495.396416,86.468157,75.277929,0.785706,0.688051,33.073204,0.798721,67.512245,24.291474,6.107321,-3.211347,46.061744,2.499411,0.816609,999.915818,52.810115,0.186409,0.059862,0.000671,60.104004,1.916392,1.916392,0.51991
71,2008-03-12,366.0,69.050984,352.050984,0.993787,1.012542,-3.153485,-0.038783,0.708128,176.806638,86.860432,56.808616,0.785706,0.648275,31.512881,0.720209,61.682994,24.565585,1.012548,-3.189726,46.061744,2.499411,0.816609,999.915818,52.810115,0.186409,0.059459,0.000671,45.948289,0.317724,0.317724,0.085337
72,2008-03-13,366.0,70.046519,353.046519,0.994056,1.011995,-2.760298,-0.033951,0.708379,85.127774,87.252857,68.331206,0.785706,0.317843,15.622949,0.166622,19.376005,24.839843,0.810939,-0.949534,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.016007,0.000607,56.494164,0.243658,0.243658,0.055759
73,2008-03-14,366.0,71.041514,354.041514,0.994326,1.011445,-2.36662,-0.029112,0.708597,122.45287,87.645381,65.088364,0.785706,0.463564,23.037229,0.386024,32.984266,25.11416,1.022426,-1.637917,33.199343,2.512617,0.816609,999.39187,52.47562,0.154317,0.025276,0.000556,55.098461,0.295186,0.295186,0.058382
74,2008-03-15,366.0,72.035967,355.035967,0.994598,1.010892,-1.972555,-0.024267,0.708781,136.89312,88.037957,64.166054,0.785706,0.520803,26.164445,0.483762,38.959084,25.388447,1.099516,-1.939084,31.983483,2.514121,0.816609,999.302552,52.444222,0.150785,0.029238,0.000543,54.624703,0.314051,0.314051,0.059794
75,2008-03-16,366.0,73.029875,356.029875,0.994872,1.010336,-1.578206,-0.019417,0.708933,293.494381,88.430538,76.435745,0.785706,0.546784,27.766348,0.529947,43.100579,25.662615,3.77226,-2.017915,34.454912,2.51112,0.816609,999.474637,52.506899,0.157864,0.031856,0.000568,63.926502,1.100508,1.100508,0.227084
76,2008-03-17,366.0,74.023235,357.023235,0.995147,1.009778,-1.183674,-0.014564,0.70905,124.199635,88.823079,64.35108,0.785706,0.477263,24.494701,0.408891,36.310102,25.936577,1.005843,-1.798737,38.470662,2.506675,0.816609,999.684909,52.600019,0.168574,0.030322,0.000607,53.350687,0.30222,0.30222,0.068924
77,2008-03-18,366.0,75.016045,358.016045,0.995423,1.009217,-0.789062,-0.009709,0.709134,130.058925,89.215533,62.341649,0.785706,0.508609,26.378908,0.462466,41.549948,26.210246,0.96552,-2.07326,42.883546,2.502295,0.816609,999.840702,52.692082,0.179339,0.037182,0.000646,50.862595,0.298028,0.298028,0.075207
78,2008-03-19,366.0,76.008302,359.008302,0.995701,1.008654,-0.39447,-0.004854,0.709185,87.557232,89.607855,68.939376,0.785706,0.346932,18.18118,0.206518,21.888936,26.483537,0.855253,-1.057062,37.089471,2.508149,0.816609,999.621031,52.569098,0.164995,0.017441,0.000594,57.31453,0.254535,0.254535,0.056176
79,2008-03-20,366.0,77.000005,5e-06,0.99598,1.00809,2e-06,0.0,0.709202,433.749642,90.000002,76.310912,0.785706,0.820046,43.417745,1.0,72.798291,26.756366,5.553187,-3.382912,31.983483,2.514121,0.816609,999.302552,52.444222,0.150785,0.051009,0.000543,64.527023,1.586139,1.586139,0.303577
80,2008-03-21,366.0,77.991152,0.991152,0.996259,1.007523,0.394252,0.004851,0.709185,597.194449,90.391929,80.764841,0.785706,0.930852,49.785977,1.0,70.866672,27.028649,8.861707,-3.211491,29.666731,2.517153,0.816609,999.103712,52.381061,0.143775,0.046173,0.000518,68.815119,2.474923,2.474923,0.439473
81,2008-03-22,366.0,78.98174,1.98174,0.99654,1.006955,0.788181,0.009698,0.709135,189.410661,90.783592,58.830288,0.785706,0.75542,40.809183,0.936334,71.356333,27.300302,1.1976,-3.589087,35.751258,2.509631,0.816609,999.550981,52.538058,0.161424,0.057937,0.000581,49.48853,0.352938,0.352938,0.074543
82,2008-03-23,366.0,79.97177,2.97177,0.996822,1.006386,1.18169,0.014539,0.709051,434.292616,91.174947,75.869581,0.785706,0.823807,44.945246,1.0,81.490574,27.571246,5.474866,-3.772258,44.448208,2.50085,0.816609,999.881063,52.722538,0.182929,0.069006,0.000659,61.010082,1.70429,1.70429,0.445923
